content,final_text,score
"bang moonton yg terhormat game nya bikin candu yang gak bikin candu ketika ka sinyal bagus dapat lawanya kurng mang asikan,giliran sinyal eror dpt lawanya hyper semua mkasdnya gimna coba klw dpt lawan bagus ya dapetin temnya yg bgus juga",bang moonton yg hormat game nya bikin candu yang tidak bikin candu ketika ka sinyal bagus dapat lawa kurng mang asikangiliran sinyal eror dapat lawa hyper semua mkasdnya gimna coba kalau dapat lawan bagus ya dapetin tem yg bgus juga,3
game yang buruk dapat tim gak bener gak bisa maen. padahal aku gak login 1 Minggu tetep aja di kasih kalah terus👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻,game yang buruk dapat tim tidak bener tidak bisa maen padahal saya tidak login minggu tetep saja di beri kalah terus,1
bang update baru Belem krlar,bang baru baru belem krlar,5
"moonton, tolong lah bagikan tim yg adil. dh lostrek 10× ni",moonton tolong bagi tim yg adil dh lostrek ni,1
apalah masa setiap afk kredit skor berkurang banyak si,apa masa tiap keluar main kredit skor kurang banyak si,2
tolong dong jangan kasih terus dark system saya capek kalah terus,tolong jangan beri terus dark system saya capek kalah terus,3
updatean sekarang kaya sampah . sinyal selalu ajah merah . gimana mau mainnya .,updatean sekarang kaya sampah sinyal selalu ajah merah gimana mau main,1
geme nya sih bagus tapi mau nyepin susah banget,geme nya sih bagus tapi mau nyepin susah banget,5
Cukup baik... pink cba benerin,cukup baik pink cba benerin,3
memori hp saya banyak internet pun bagus tapi kenapa pas saya main ko ngelag,memori hp saya banyak internet pun bagus tapi kenapa pas saya main ko ngelag,1
menurut saya itu game nya terlalu nyebelin soal nya game ml nya gak bisa main clasic dan rank,turut saya itu game nya terlalu nyebelin soal nya game mobile legends nya tidak bisa main clasic dan peringkat,5
Alhamdulillah sekarang seson nya bagus menang 4 kali kalah 50 kali bersyukur punya mental gede makasih ml,alhamdulillah sekarang seson nya bagus menang kali kalah kali syukur punya mental besar makasih mobile legends,3
game seru,game seru,5
"game nya seru,cocok untuk menghilangkan strees",game nya serucocok untuk hilang strees,5
wow itu apa itu itu itu M.L wow ML HD🙏🤩,wow itu apa itu itu itu mobile legends wow mobile legends hd,5
"tolong ya perbaikin bugnya,sering banget akun gw kena bug, mau login ad pemberitahuan akun anda sedang login diperangkat lain bkin panik orang tau ga!! baru aja gua ganti gmailnya gjls bet lama lama pindah HOK aja gw, mana ms busuk pdhl full sinyal.. mobile legend bang bang❌ mobile legend bug bug✅",tolong ya perbaikin bugnyasering banget akun saya kena salah mau login ad pemberitahuan akun anda sedang login perangkat lain bkin panik orang tau tidak baru saja gua ganti gmailnya gjls bet lama lama pindah hok saja saya mana ms busuk pdhl full sinyal mobile legenda bang bang mobile legenda salah bug,1
Game Rusakkk Bikin Stresss!!!!!,game rusakkk bikin stresss,1
"tambah ke sni tambah parah monnton dark system di mana"" ... parah coy main game bukan seneng malah tambah stres emosi gara"" team bot Mulu ... saran lebih perketat lah monnton buat kasi sanksi biar ngurangin player dark system ..",tambah ke sni tambah buruk monnton dark system di mana buruk coy main game bukan neng malah tambah stres emosi gara team bot mulu saran lebih ketat monnton buat kasi sanksi biar ngurangin player dark system,1
kurang recommend ini game karena haronya gak balance,kurang recommend ini game karena haronya tidak balance,1
game Apa an ini Sinyal Jelek Terus Padahal Kouta Masih Banyak game tolol,game apa an ini sinyal jelek terus padahal kouta masih banyak game bodoh,2
"game nya bagus bngat banyak geratisan skin dan Hero tapi saran ku kalo top,ap dimurahkan kaya ff gitu loh murah maaf jika ada salah kata",game nya bagus bngat banyak geratisan tampil dan pahlawan tapi saran ku kalo topap murah kaya ff gitu loh murah maaf jika ada salah kata,5
monton kasih team yg imbang lah team ku draksistem terus giliran team musuh jago gak adil banget,moonton beri team yg imbang team ku draksistem terus gilir team lawan jago tidak adil banget,1
game p2w harus top up baru di kasih tim yang bagus di kasih menang kolo ga top up di kasih musuh imortal,game pw harus top up baru di beri tim yang bagus di beri menang kolo tidak top up di beri lawan imortal,1
"lostreak sampe 11x padahal mvp trus setiap kalah bnr"" skrng tuh main di legend aja serasa main di epic parah dapat tim ga bisa main semua gua hapus ml aja pusing",lostreak sampe x padahal mvp terus tiap kalah bnr skrng itu main di legenda saja serasa main di peringkat rendah buruk dapat tim tidak bisa main semua gua hapus mobile legends saja pusing,1
pindah aja kehok aja gamenya seru,pindah saja kehok saja gamenya seru,1
Kasih losestreak terooosss !! match making ga seimbang ! 👍🏻,beri losestreak terooosss tanding making tidak imbang,1
ga seimbang ketemu timnya cuma bikin stres,tidak imbang ketemu tim cuma bikin stres,1
kekurangan nyagak a da,kurang nyagak a da,4
ilangin granger gua pusing,ilangin granger gua pusing,2
"parah dilaporin ttus gk berkontribusi padahal aku ikut mereka,mereka kabur smua,kl begini trus bakalan gk ada yg mau main,mohon perhatian dari developer game ini...mau banding langsung kadaluwarsa...padahal akun pnya saya,yg beli paketan saya,koq di game diatur atur,skill kemana?kl gk ada skill main ML jgn main,jgn laporin orang trus 🤔🤔🤔",buruk dilaporin ttus tidak kontribusi padahal saya ikut merekamereka kabur smuakl begini terus bakal tidak ada yg mau mainmohon perhati dari developer game inimau banding langsung kadaluwarsapadahal akun pnya sayayg beli paket sayakoq di game atur aturskill kemanakl tidak ada skill main mobile legends jangan mainjgn laporin orang terus,1
Aplikasinya bagus,aplikasi bagus,5
"ahir""ini main lag twrus",ahirini main lambat twrus,1
untuk moonton kenapa grafik high Ama ultra itu kok sama aja? saya liat di YouTube ternyata ini bug jadi mohon di benerin.🫩,untuk moonton kenapa grafik high ama ultra itu sama saja saya liat di youtube nyata ini salah jadi mohon di benerin,4
karna game ini rumah tangga saya rusak,karna game ini rumah tangga saya rusak,1
"gamenya udah bagus, tapi ada.... banyak kekurangan🗿, kenapa setiap kali gw main clasic sama rank ketemu tim dark sistem, sedangkan tim lawan mantan glory, imo, honor. gak ada seimbang nya coeg, sama pas selesai pertandingan, masa gw coklat jir atau silver padahal partisipasi di tim aman aman aja, tapi coklat coeg, masa kda gw 5.6.4 coklat temen temen gw 6.10.5 silver, walaupun banyak event yg keren keren tapi di in gamenya benerin lah moonton",gamenya sudah bagus tapi ada banyak kurang kenapa tiap kali saya main clasic sama peringkat ketemu tim dark sistem sedang tim lawan mantan glory imo hormat tidak ada imbang nya coeg sama pas selesai tanding masa saya coklat jir atau silver padahal partisipasi di tim aman aman saja tapi coklat coeg masa kda saya coklat temen temen saya silver walaupun banyak acara yg keren keren tapi di in gamenya benerin moonton,3
entah kenapa kalo tim gw mau comeback jaringannya selalu lag,entah kenapa kalo tim saya mau comeback jaring selalu lambat,1
baguss,baguss,5
bagus gak bakal bosan² main mlbb,bagus tidak bakal bosan main mobile legends,5
"kasih tim pakek pikiran sikitt,jangan lawan nya jago tim sendiri ampas gak bisa main selalu jumpa tim ampas",beri tim pakek pikir sikittjangan lawan nya jago tim sendiri ampas tidak bisa main selalu jumpa tim ampas,1
good,good,5
moonton bbi aku naik legen setengah mati malah diturunin epic lagi,moonton bbi saya naik legen tengah mati malah diturunin peringkat rendah lagi,1
permainan kurang bagus dalam pertandingan kurang seimbang tolong monton di perbaiki lagi,main kurang bagus dalam tanding kurang imbang tolong moonton di baik lagi,1
game nya bagus tapi cheat nya diatasilah gak bisa main kalau ada yang cheat. dari 2024 masih ada yang cheat jaringan 1 tim ngeleg semua kocak..,game nya bagus tapi cheat nya atas tidak bisa main kalau ada yang cheat dari masih ada yang cheat jaring tim ngeleg semua kocak,1
kasih lawan yg adil kah monton,beri lawan yg adil kah moonton,1
"sangat"" seru dan asik",sangat seru dan asik,5
melisa skin epic shop apa skin elit melisa woy moonton. moonton skin starlag di urutin yg dapat hero yg udah di kasih star lag mulu miya udah ada dua di kasih lagi,melisa tampil peringkat rendah shop apa tampil elit melisa woy moonton moonton tampil starlag di urutin yg dapat pahlawan yg sudah di beri star lambat mulu miya sudah ada dua di beri lagi,5
game jelek ngelag ngelag trs game burik,game jelek ngelag ngelag terus game burik,1
"Kenapa saya di pertemukan tim yang nggak seimbang padahal tim musuh kuat kuat tapi kenapa saya di beri yang bodoh semua? Game jelek, kalau bisa kasih lah tim yang seimbang dengan tim musuh",kenapa saya di temu tim yang tidak imbang padahal tim lawan kuat kuat tapi kenapa saya di beri yang bodoh semua game jelek kalau bisa beri tim yang imbang dengan tim lawan,1
gem ini sangat seru da saya sangat suka,permata ini sangat seru da saya sangat suka,3
banyka dak sistem mending main hok,banyka dak sistem mending main hok,5
tim nya kyk loknok,tim nya seperti loknok,1
tolong dibuat offline biar rame,tolong buat offline biar rame,3
"HEH ANJ, GUA DARI TOP 1 ZHUXIN, TURUN JADI TOP 5, MAIN DI LEGEND KAYAK EPIC NJING, SINYAL PUN PAS MAU MENANG JELEK, TRUS TIBA TIBA KELUAR SENDIRI, TRUS DIBIKIN TBTB NGELAG, PADAHAL SINYAL 10-5 MS, APA COBA!",heh anj gua dari top zhuxin turun jadi top main di legenda kayak peringkat rendah njing sinyal pun pas mau menang jelek terus tiba tiba keluar sendiri terus bikin tbtb ngelag padahal sinyal ms apa coba,1
game paling ramah di bumi😁😋,game paling ramah di bumi,5
moonton tolong kasih saya border eksklusif kreator karena saya sudah mengikuti event membuat karya berkaitan dengan golden month. disini yang mau saya bilang tolong kasih saya border eksklusif karena setelah event golden month berakhir dan saya lihat pesan dan border saya tidak mendapatkan border tersebut tolong moonton kasih saya border tersebut karena saya sangat menginginkan nya 🙏🙏🙏,moonton tolong beri saya border eksklusif kreator karena saya sudah ikut acara buat karya kait dengan golden month sini yang mau saya bilang tolong beri saya border eksklusif karena telah acara golden month akhir dan saya lihat pesan dan border saya tidak dapat border sebut tolong moonton beri saya border sebut karena saya sangat ingin nya,5
tidak di sarankan untuk main ini gem karena bisah membuat kita setres,tidak di saran untuk main ini permata karena bisah buat kita tres,1
sangat bagus sekali,sangat bagus sekali,5
kerennnnnnnnnn,kerennnnnnnnnn,5
gua kcewa musuh nya sama tim ngga sepantaran minimal kalo dapet tim sama sama sepantaran lah monton gua loster 15 x ngga di kasih ² tim yang sama kaya musuh,gua kcewa lawan nya sama tim tidak pantar minimal kalo dapet tim sama sama pantar moonton gua loster x tidak di beri  tim yang sama kaya lawan,1
"seru, pokonya enak dahh",seru poko enak dahh,5
bagus banget aku suka banget,bagus banget saya suka banget,5
woy gw main dapet protection star kok gw bintang nya ngurang si sama satu juga kan ada event tapi temen gw gabisa liat event nya gimana nih moonton,woy saya main dapet protection star saya bintang nya ngurang si sama satu juga kan ada acara tapi temen saya gabisa liat acara nya gimana ini moonton,1
gamenya seru tapi musuhnya selalu kuat dan team bot,gamenya seru tapi musuh selalu kuat dan team bot,1
karna game seru,karna game seru,5
ini game memang terbaik ga kaya FF grafik bagus tapi satu yg bikin aku males main sering ngelek dan banyak orang beban/ga bisa main tapi tolong pas aku mau legend 1 bintang lagi malah kalah tolong di permudahkan naik rank nya ya,ini game memang baik tidak kaya ff grafik bagus tapi satu yg bikin saya males main sering ngelek dan banyak orang bebanga bisa main tapi tolong pas saya mau legenda bintang lagi malah kalah tolong di mudah naik peringkat nya ya,5
udah bagus montoon tapi kalau main rank jangan dikasih drak sistem pasti angela hyper kasih aku skin star wars argus dan hero argus plis papi montoon,sudah bagus montoon tapi kalau main peringkat jangan kasih drak sistem pasti angela hyper beri saya tampil star wars argus dan pahlawan argus plis papi montoon,5
tolong untuk moonton dikurangi dong tu org dark sistem sama Chet lag tolong ya moonton,tolong untuk moonton rang tu org dark sistem sama chet lambat tolong ya moonton,3
game nya bagus banget aku suka banget geme ml,game nya bagus banget saya suka banget geme mobile legends,5
saya sangat senang dengan game ini dan saya sangat bersyukur karena saya tidak memilih game lain jadi saya kasih bintang ⭐⭐⭐⭐⭐,saya sangat senang dengan game ini dan saya sangat syukur karena saya tidak pilih game lain jadi saya beri bintang,5
game gajelas,game gajelas,1
ML skarang cukup,mobile legends skarang cukup,1
hp nya kentang mana bisa ndowlod,hp nya kentang mana bisa ndowlod,4
game anda sangat seru sekali🥳🥳🥳🥳karena,game anda sangat seru sekali karena,5
kasih macthmaking kaga adil bgt musuh jago tim dongo,beri macthmaking kaga adil banget lawan jago tim dongo,1
Timnya ngetrol,tim ngetrol,2
loding masuk game lama,loding masuk game lama,5
ml udh 4 kali aku lostrek kasi aku Winstrek napa ml 10 tolong aku niii,mobile legends sudah kali saya lostrek kasi saya winstrek napa mobile legends tolong saya niii,1
banyak bug tolong di perbaiki,banyak salah tolong di baik,4
"Game apa ini padahal dulu bagus gk ngelag + lancar. lah sekarang banyak bug + lag nya minta ampun dah,udah jelek ml sekarang.Buat montoon tolong diperbaiki servernya mlnya ya ,soalnya gua main jaringan hijau pingnya 20 an pas udah pertengahan atau mau end ngelag tiba tiba patah patah, gua coba main lagi kirain jaringan gua yang bermasalah eh ternyata benar gamenya dari awal game Ampe akhir lag parah+ngedelay. Tolong montoon perbaiki Mobile legends sekarang agar player lu nyaman main ya",game apa ini padahal dulu bagus tidak ngelag lancar sekarang banyak salah lambat nya minta ampun dahudah jelek mobile legends sekarangbuat montoon tolong baik servernya mlnya ya soal gua main jaring hijau pingnya an pas sudah tengah atau mau selesai ngelag tiba tiba patah patah gua coba main lagi kirain jaring gua yang masalah eh nyata benar gamenya dari awal game ampe akhir lambat parahngedelay tolong montoon baik mobile legends sekarang agar player kamu nyaman main ya,1
matchmaking lu benerin dlu lah masa Mawi ketemu immortal game rame loh? busuk amat punya sistem,matchmaking kamu benerin dlu masa mawi ketemu immortal game rame loh busuk amat punya sistem,1
game nya agak ngeselin,game nya agak ngeselin,5
gem nya ngelek melulu pdhl dah beli paket 5 GB an tapi tetep ngelek udh hampir kenang tiba tiba ngelek lagi dah berkali kali begitu yah menurut saya jelek gem nya gampang ngelek huuuuu,permata nya ngelek melulu pdhl sudah beli paket gb an tapi tetep ngelek sudah hampir kenang tiba tiba ngelek lagi sudah kali kali begitu yah turut saya jelek permata nya gampang ngelek huuuuu,1
wow,wow,5
keren banget game MLBB ini,keren banget game mobile legends ini,5
hai ko banyak player yg pake cheet ban aja akun nya se tim gua ngeleg semua padahal sinyal bagus kuota masih banyak napa ini moonton ban aja aqunnya,hai ko banyak player yg pake cheet ban saja akun nya se tim gua ngeleg semua padahal sinyal bagus kuota masih banyak napa ini moonton ban saja aqunnya,5
game nya sangat bagus tapi katanya ada skin Naruto tapi mana kok gak ada tapi kalau ngelek gak usa jalan sendiri kalau jalan sendiri nanti Kemusu kita bisa di kil,game nya sangat bagus tapi kata ada tampil naruto tapi mana tidak ada tapi kalau ngelek tidak usa jalan sendiri kalau jalan sendiri nanti kemusu kita bisa di kil,5
karana seru jika kita bisan kita bisa bermain gems ini,karana seru jika kita bisan kita bisa main gems ini,5
saya sangat suka dengan geam ini tapi banyak bab nya tolong geam ini di perbaiki oleh nonton semangat untuk mengagreb geam ini,saya sangat suka dengan geam ini tapi banyak bab nya tolong geam ini di baik oleh nonton semangat untuk mengagreb geam ini,5
game Terseru yang Ada Di playstore,game seru yang ada di playstore,5
"saya selalu takut main game ini soalnya saya selalu di katain kalau saya selalu mati,saya cuma mau bermain dengan tenang tolong dong saya gasuka di katain.. :(",saya selalu takut main game ini soal saya selalu di katain kalau saya selalu matisaya cuma mau main dengan tenang tolong saya gasuka di katain,2
hai devoloper tolong kasih lah phoveus skin selain basic,hai devoloper tolong beri phoveus tampil selain basic,4
tim lol pada ga bisa main jangan download game ini nanti makin stres,tim lol pada tidak bisa main jangan download game ini nanti makin stres,1
game asu,game asu,1
Game nya bagus banget tapi sinyal nya sering nge bug,game nya bagus banget tapi sinyal nya sering nge salah,5
Game pembawa stres jgn di mainin,game bawa stres jangan di mainin,1
maksud nya apa ini game moba apa ini gak pantas disini kalo anda mau sukses silakan berikan yang terbaik tolong kalo mau buat game beri yang bagus bukan diolah jadi game yang penuh beban kawan nya tolong sistem betulin monton kad jelas banget,maksud nya apa ini game moba apa ini tidak pantas sini kalo anda mau sukses sila ikan yang baik tolong kalo mau buat game beri yang bagus bukan olah jadi game yang penuh beban kawan nya tolong sistem betulin moonton kad jelas banget,1
"masalah jaringan tolong di perbaiki, sebab saat gameplay jaringan hijau tapi lag",masalah jaring tolong di baik sebab saat gameplay jaring hijau tapi lambat,1
"Sebelum update lancar tapi setelah update kenapa sinyal saya lag banget ya. Sering sekali ketika ada war langsung lag. Tapi lag yg paling sering terjadi adalah ketika saya main hero Ruby dengan skin Ramadhan (GOLDEN MONTH). Ketika menggunakan skin ruby ini, ping saya naik turun (tidak stabil) dan lag. Menurut saya ini kutukan skin tapi, who knows. Mohon perbaiki masalah jaringannya",belum baru lancar tapi telah baru kenapa sinyal saya lambat banget ya sering sekali ketika ada war langsung lambat tapi lambat yg paling sering jadi adalah ketika saya main pahlawan ruby dengan tampil ramadhan golden month ketika guna tampil ruby ini ping saya naik turun tidak stabil dan lambat turut saya ini kutu tampil tapi who knows mohon baik masalah jaring,4
memang mantap dari dulu ini game.,memang mantap dari dulu ini game,5
"Montoon, tolong jangan cuma di baca tp di perbaiki lagi. Grafis gamenya emang keren dan event2 pun menarik tapi kenapa sinyal sering bug,padahal kouta banyak hp baru ram gede pula. drak sistemnya di kurangin, ketemu tim kagak ada yang jelas. rank puluhan matc, bintang segitu2 aja.",montoon tolong jangan cuma di baca tapi di baik lagi grafis gamenya emang keren dan acara pun tarik tapi kenapa sinyal sering bugpadahal kouta banyak hp baru ram besar pula drak sistem di rangin ketemu tim kagak ada yang jelas peringkat puluh matc bintang segitu saja,2
defet terus,defet terus,1
geme ini bagus kayak ff 😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹👍,geme ini bagus kayak ff,5
"bintang 3 aja dulu , klau udah gak kikir lagi gua full in b5",bintang saja dulu klau sudah tidak kikir lagi gua full in b,3
"Aku sih suka banget karena aku sering main ya soalnya. kan aku masih sekolah nah aku mainnya tuh tengah malam karena aku lagi sibuk ya ada sih temanku yang suka main ff kalau aku sih pendapat ku sangat bagus tapi harus perbaiki bug bug yang masih ada. ""sekian dan terimakasih 🙏🙏🙏""",saya sih suka banget karena saya sering main ya soal kan saya masih sekolah nah saya main itu tengah malam karena saya lagi sibuk ya ada sih teman yang suka main ff kalau saya sih dapat ku sangat bagus tapi harus baik salah salah yang masih ada sekian dan terimakasih,5
game yg sangat sangat seimbang,game yg sangat sangat imbang,5
"moonton, kalo nge lag itu 1 atau 2 kali aja lahhh, lah ini gw habis main ngelag kok dari awal mulai game sampai game nya berakhir, mana waktu ngelagnya sampe 1 jam lagiii, hadehhhhhh, padahal jaringan nya baik baik aja, gw buka aplikasi lain jaringannya baik baik aja, lah ini waktu gw buka ml lagi, kok masih ngelag🙏🙏",moonton kalo nge lambat itu atau kali saja lahhh ini saya habis main ngelag dari awal mulai game sampai game nya akhir mana waktu ngelagnya sampe jam lagiii hadehhhhhh padahal jaring nya baik baik saja saya buka aplikasi lain jaring baik baik saja ini waktu saya buka mobile legends lagi masih ngelag,4
lawan gak seimbang,lawan tidak imbang,1
saya hanya nyoba download ml terus jadi tergiur,saya hanya nyoba download mobile legends terus jadi giur,5
terlalu banyak darksistem,terlalu banyak darksistem,1
saking mantap nya dikasih temen yg enggak bisa main Mulu,saking mantap nya kasih temen yg enggak bisa main mulu,5
penyeimbangan match apalah gw blom pernah imortal ketemu musuh imo 500-1000 apalah mohon untuk di maksimal kan lagi,imbang tanding apa saya blom pernah imortal ketemu lawan imo apa mohon untuk di maksimal kan lagi,1
GAME SAMPAH NGASIH TIM TOMLOL MULU,game sampah beri tim tomlol mulu,1
Mending jangan download mobile legend karna banyak bug nya,mending jangan download mobile legenda karna banyak salah nya,5
bisa yo cheat di basmi,bisa yo cheat di basmi,1
moonton tolong ini game di perbaiki lah masa game mendunia masi bnyak draksistem.....kita buang2 waktu mencari bintang lalu kau kasih kita draksistem babi kau,moonton tolong ini game di baik masa game dunia mas bnyak draksistemkita buang waktu cari bintang lalu kau beri kita draksistem babi kau,5
match matcking dalam permainan benerin g seimbang banget liat ya musuh itu rata rata mantan glory ex imo lah tim sendiri malah mentok honor apalagi kalo lagi main duo atau trio itu suka ketemu orang kurang tau main yang main cuman ketawa ketawa ngetawain sambil ngehina belum lagi role itu suka nabrak antar player,tanding matcking dalam main benerin g imbang banget liat ya lawan itu rata rata mantan glory ex imo tim sendiri malah mentok hormat apalagi kalo lagi main duo atau trio itu suka ketemu orang kurang tau main yang main cuman ketawa ketawa ngetawain sambil ngehina belum lagi role itu suka nabrak antar player,3
keren bgt bisa Mabar bareng emak terus mamak aku sama sekeluarga main ml🤣🤣,keren banget bisa mabar bareng emak terus mamak saya sama keluarga main ml,5
nerf zhuxin anjengg,turun kuat zhuxin anjengg,1
"Game nya sih enak tapi bikin emosi, setiap aku kalah aku emosi bgt, dah itu aja tapi gua rating bintang Lima (5)",game nya sih enak tapi bikin emosi tiap saya kalah saya emosi banget sudah itu saja tapi gua rating bintang lima,5
bagus,bagus,5
montoon kasih aku hero gratis,montoon beri saya pahlawan gratis,5
game monyet ngeleg wae,game monyet ngeleg wae,1
😭😭😭😭moonton pliss ubah cara untuk login akun lama pake wa itu ga pake masuk browser moonton sekarang akun aku hilang plisss ubah ya moonton biar ga ke browser dulu plisss 🙏😭😭😭😭 biar gua bisa main pake akun lama itu soalnya aku gamau sampe akun ku hilang dua kali soalnya dulu aku punya akun sebelum yang ini dan itu hilang tolong ubah yang cara masuk akun lama pake wa itu ga usah ke browser gitu langsung aja kaya yang dulu plisss ya moonton 🙏,moonton pliss ubah cara untuk login akun lama pake wa itu tidak pake masuk browser moonton sekarang akun saya hilang plisss ubah ya moonton biar tidak ke browser dulu plisss biar gua bisa main pake akun lama itu soal saya gamau sampe akun ku hilang dua kali soal dulu saya punya akun belum yang ini dan itu hilang tolong ubah yang cara masuk akun lama pake wa itu tidak usah ke browser gitu langsung saja kaya yang dulu plisss ya moonton,1
"tolol saya main kalah, Mulu kasih musuh yg gampang dong montoon",bodoh saya main kalah mulu beri lawan yg gampang montoon,1
tolong hindari yang main nya beban atau GK berfungsi di tim tolong sekali ya atau bisa ban yg beban,tolong hindar yang main nya beban atau tidak fungsi di tim tolong sekali ya atau bisa ban yg beban,1
sangas bagus game ini,sangas bagus game ini,5
"game jelek, di kasih lose streak terus, gapernah win,, padahal peforma bgusss",game jelek di beri lose streak terus gapernah win padahal forma bgusss,1
bagus tapi komunitasnya bikin geleng geleng kepala💀,bagus tapi komunitas bikin geleng geleng kepala,5
tim nya drak sistem dongo,tim nya drak sistem dongo,1
game nya bagus tapi tolong dicepetin lagi update mlbb x Naruto shippuden tolong cepet dirilis moonton,game nya bagus tapi tolong dicepetin lagi baru mobile legends x naruto shippuden tolong cepet rilis moonton,5
game nya bagus tapi kadang kayak ngelag gitu :),game nya bagus tapi kadang kayak ngelag gitu,5
keren,keren,5
"dear moonton Dengakanlah keluhan kami,kasihlah kami lawan dan tim yang seimbang jangan lah kasih lawan yang jago ehh timnya pada gak ngerti maen.Gapapalah kalo lawannya pada jago,asal jangan kasih musuh jago banget ehh timnya pada ga ngerti maen.Seenggaknya kasihlah 1atau2 yang ngerti dan bisa maen,jangan kasih player yang baru maen dan baru belajar. Itu saja keluhan saya, kedepannya semoga moonton bisa memperbaiki sistem draftnya supaya kami player tidak stress.",dear moonton dengak keluh kamikasihlah kami lawan dan tim yang imbang jangan beri lawan yang jago ehh tim pada tidak ngerti maengapapalah kalo lawan pada jagoasal jangan beri lawan jago banget ehh tim pada tidak ngerti maenseenggaknya kasih atau yang ngerti dan bisa maenjangan beri player yang baru maen dan baru ajar itu saja keluh saya depan moga moonton bisa baik sistem draftnya supaya kami player tidak stress,3
terlalu banyak pemain troll di tier epik kebawah,terlalu banyak main troll di tier epik bawah,2
matchmaking yang sangat buruk buat kita player biasa tapi kalau jadi anak moonton saya liat lawanya dikasih bot terus,matchmaking yang sangat buruk buat kita player biasa tapi kalau jadi anak moonton saya liat lawa kasih bot terus,1
game apaan ini masa rank di beri kala trus ...bisa ga sih menang 1 kali ja....masa udh main 3 hari lebih kala trus ....gmna ini.game apaan,game apa ini masa peringkat di beri kala terus bisa tidak sih menang kali jamasa sudah main hari lebih kala terus bagaimana inigame apa,1
banyak sekali dark sistem kaya temen gw dark sistem banget setiap mabar sama dia kalah mulu jadi montoon tolong ban akun nama temen gw baim dark sistem,banyak sekali dark sistem kaya temen saya dark sistem banget tiap mabar sama dia kalah mulu jadi montoon tolong ban akun nama temen saya baim dark sistem,1
game jelek banyak dark sistem gw saranin Jagan main game ini banyak orang Beban noob,game jelek banyak dark sistem saya saranin jagan main game ini banyak orang beban mula,1
bayak fitnah bayak yg berkata kasar sala satu ya gua lagi yang di fitnah afk lah feed degan sagaja lah MLS gua dah gua asli ya GK iklas kasih bintang 1 sumpa dah,bayak fitnah bayak yg kata kasar sala satu ya gua lagi yang di fitnah keluar main mati terus degan sagaja mls gua sudah gua asli ya tidak iklas beri bintang sumpa sudah,1
game busuk. diamond kok harus bayar. diamond harus bisa f2p/di grinding,game busuk diamond harus bayar diamond harus bisa fpdi grinding,1
"Banyak tukang ngetroll di dalam game, dan hukuman buat tukang ngetroll kurang baagusss. Dari 8/10 pertandingan pasti ketemu troll. keseimbangan tim juga gak bagus apalagi buat main entah di Clasic maupun rank. Kalo moonton gak bisa mengatasi para pemain yang ngetroll,, para pemain mu bakalan pindah ke game moba yang lain..",banyak tukang ngetroll di dalam game dan hukum buat tukang ngetroll kurang baagusss dari tanding pasti ketemu troll imbang tim juga tidak bagus apalagi buat main entah di clasic maupun peringkat kalo moonton tidak bisa atas para main yang ngetroll para main mu bakal pindah ke game moba yang lain,2
game ini sangat seru,game ini sangat seru,5
asu ngelek terua,asu ngelek rua,1
geme gajels banget banyak player player ngechit cuh geme aneh,geme gajels banget banyak player player ngechit cuh geme aneh,1
gemnya asik betul,gemnya asik betul,5
"Gw mau protes,,kenapa Setelah update server sering down gak bisa di gerakin heronya padahal jaringan stabil,,gw juga lagi lose streak sampe 7 kali,,kasih tim yang pro jangan Dongo lah",saya mau proteskenapa telah baru server sering down tidak bisa di gerakin hero padahal jaring stabilgw juga lagi lose streak sampe kalikasih tim yang pro jangan dongo,4
DONTOL,dontol,2
dapat dark sistem mulu,dapat dark sistem mulu,1
gamenya udah bagus tapi harus punya uang banyak aku juga tadi kakak aku minta skin ke aku tapi harus punya diamon,gamenya sudah bagus tapi harus punya uang banyak saya juga tadi kakak saya minta tampil ke saya tapi harus punya diamon,2
game gak tau diri udah dimainin malah dikasi lost srrike org ngelag di blangnya AFK!!!!,game tidak tau diri sudah dimainin malah kasi lost srrike org ngelag di blangnya keluar main,2
uninstall,uninstall,1
tolong perbaiki matching nya sangat tidak seimbang benar benar tidak seimbang saya dapat musuh yang bener bener pro sementara tim saya tidak tolong untuk kenyamanan nya 🙏🙏,tolong baik matching nya sangat tidak imbang benar benar tidak imbang saya dapat lawan yang bener bener pro sementara tim saya tidak tolong untuk nyaman nya,1
p mabar nama ku kamu nanya 32,p mabar nama ku kamu nanya,5
game hama cuma bikin strees yatim,game hama cuma bikin strees yatim,1
"game haram, ketemu tim yang ga bener mulu",game haram ketemu tim yang tidak bener mulu,1
game buosok,game buosok,1
padahal sinyal bagus tapi tetep aja patah2 padahal kan ijo tolong dong diperbaiki 😭,padahal sinyal bagus tapi tetep saja patah padahal kan ijo tolong baik,1
jadi lebih baik dibanding diriku slalu tersimpan dalam diam diam🙊 dan kingdom Animalia,jadi lebih baik banding diri slalu simpan dalam diam diam dan kingdom animalia,5
ml asu,mobile legends asu,2
"Game ini terlalu banyak draksistem bikin stres pemain, tolong jangan install game burik ini",game ini terlalu banyak draksistem bikin stres main tolong jangan install game burik ini,1
