Tanggal,Jam,Kategori,Jumlah,Keterangan
2023-07-29,09:59:00,pajak,63000,Bayar pajak bumi dan bangunan (PBB)
2023-07-29,16:41:00,pakaian,37000,Beli jaket dan sweater
2023-07-30,13:48:00,kesehatan,67000,Terapi pijat dan refleksi
2023-07-30,18:34:00,loundry,21000,Loundry pakaian olahraga
2023-07-30,08:39:00,lain-lain,17000,Sedekah ke masjid atau panti asuhan
2023-07-30,17:39:00,belanja,32000,Beli souvenir dan hadiah
2023-07-31,17:07:00,pajak,73000,Pelaporan pajak tahunan
2023-07-31,07:34:00,belanja,28000,Belanja perlengkapan sekolah anak
2023-07-31,17:13:00,rumah,89000,"Pembelian alat keamanan rumah (CCTV, alarm)"
2023-07-31,08:47:00,kesehatan,61000,Cek kesehatan di klinik
2023-08-01,17:17:00,kesehatan,57000,Pembelian alat kesehatan seperti tensimeter
2023-08-01,08:26:00,tagihan,94000,Bayar biaya parkir dan sampah
2023-08-01,12:22:00,tagihan,93000,Bayar iuran keamanan lingkungan
2023-08-01,09:40:00,pajak,87000,Bayar pajak kendaraan bermotor
2023-08-01,17:58:00,rumah,99000,Beli alat pel dan alat kebersihan rumah
2023-08-02,11:59:00,makan,40000,Makan malam di restoran
2023-08-02,12:10:00,belanja,20000,Beli alat elektronik kecil
2023-08-02,10:31:00,tagihan,50000,Bayar tagihan gas elpiji
2023-08-02,21:11:00,loundry,27000,Setrika pakaian batik
2023-08-02,10:38:00,kesehatan,94000,Pembelian masker dan hand sanitizer
2023-08-03,09:28:00,pajak,63000,Bayar pajak kendaraan bermotor
2023-08-03,15:50:00,lain-lain,42000,Biaya penitipan anak
2023-08-03,08:33:00,pajak,64000,Bayar pajak kendaraan bermotor
2023-08-04,17:35:00,makan,20000,Beli sarapan di warung
2023-08-04,14:03:00,pakaian,45000,Beli pakaian tradisional
2023-08-04,20:40:00,loundry,22000,Loundry seragam sekolah
2023-08-04,08:53:00,belanja,60000,Belanja bumbu masak
2023-08-04,20:30:00,tagihan,58000,Bayar tagihan telepon rumah
2023-08-05,14:58:00,makan,40000,Makan siang di kantin
2023-08-05,09:08:00,belanja,30000,Beli sayur dan buah segar
2023-08-05,15:33:00,lain-lain,10000,Biaya penitipan anak
2023-08-05,06:51:00,belanja,24000,Beli sayur dan buah segar
2023-08-06,09:04:00,loundry,20000,Setrika pakaian kerja
2023-08-06,18:52:00,hiburan,41000,Berlangganan Netflix/Disney+
2023-08-06,16:44:00,asuransi,96000,Pembayaran klaim asuransi
2023-08-06,11:27:00,makan,46000,Beli lauk pauk untuk keluarga
2023-08-06,20:54:00,asuransi,69000,Bayar premi asuransi usaha
2023-08-07,06:19:00,makan,42000,Beli gorengan di sekolah
2023-08-07,21:23:00,tagihan,48000,Bayar tagihan TV kabel dan streaming
2023-08-07,14:34:00,hiburan,26000,Nonton pertunjukan teater atau seni tradisional
2023-08-07,08:41:00,pajak,99000,Pelaporan pajak tahunan
2023-08-08,18:14:00,pulsa,8000,Beli voucher TV kabel
2023-08-08,21:37:00,rumah,65000,Perbaikan instalasi listrik rumah
2023-08-08,11:11:00,hiburan,25000,Nonton pertunjukan teater atau seni tradisional
2023-08-08,06:15:00,kesehatan,93000,Terapi pijat dan refleksi
2023-08-08,17:40:00,asuransi,67000,Perpanjangan asuransi rumah
2023-08-09,21:12:00,pajak,69000,Bayar pajak usaha
2023-08-09,11:16:00,pajak,90000,Bayar pajak listrik usaha
2023-08-09,16:38:00,belanja,63000,Beli alat tulis dan kantor
2023-08-09,21:59:00,belanja,50000,Beli pakaian baru
2023-08-09,07:12:00,rumah,84000,Service dan perawatan AC
2023-08-10,07:53:00,pajak,92000,Bayar pajak kendaraan bermotor
2023-08-10,08:57:00,asuransi,94000,Bayar premi asuransi jiwa
2023-08-10,09:05:00,rumah,92000,Beli alat pel dan alat kebersihan rumah
2023-08-10,19:14:00,loundry,19000,Setrika pakaian batik
2023-08-10,09:03:00,makan,34000,Beli sarapan di warung
2023-08-11,07:58:00,loundry,27000,Setrika pakaian kerja
2023-08-11,11:02:00,pajak,97000,Bayar pajak kendaraan bermotor
2023-08-11,07:09:00,pakaian,32000,Beli topi dan sabuk
2023-08-11,17:34:00,makan,12000,Beli jajanan pasar tradisional
2023-08-11,17:08:00,pajak,50000,Bayar pajak usaha
2023-08-12,16:35:00,makan,19000,Makan siang di kantin
2023-08-12,10:15:00,belanja,49000,Beli pakaian baru
2023-08-12,12:47:00,pajak,64000,Bayar pajak usaha
2023-08-12,13:36:00,asuransi,56000,Bayar premi asuransi kendaraan
2023-08-13,09:29:00,tagihan,45000,Bayar tagihan gas elpiji
2023-08-13,21:37:00,rumah,70000,Perbaikan atap rumah bocor
2023-08-13,11:33:00,hiburan,17000,Main game online berbayar
2023-08-13,12:29:00,loundry,12000,Setrika pakaian kerja
2023-08-13,20:48:00,pulsa,14000,Beli paket SMS dan telepon
2023-08-14,08:08:00,pulsa,7000,Beli voucher game online
2023-08-14,18:11:00,tagihan,80000,Bayar tagihan TV kabel dan streaming
2023-08-14,07:23:00,pakaian,59000,Beli baju kerja dan seragam
2023-08-15,12:25:00,pajak,87000,Bayar pajak hotel dan restoran
2023-08-15,11:15:00,hiburan,14000,Beli tiket konser musik
2023-08-15,11:30:00,belanja,32000,Beli alat tulis dan kantor
2023-08-16,08:24:00,hiburan,44000,Beli buku novel dan komik
2023-08-16,08:06:00,hiburan,19000,Beli cemilan saat nonton TV
2023-08-16,10:44:00,pulsa,6000,Beli kuota internet tambahan
2023-08-16,21:57:00,pulsa,16000,Beli voucher TV kabel
2023-08-17,10:44:00,belanja,35000,Belanja perlengkapan sekolah anak
2023-08-17,10:26:00,makan,34000,Beli nasi bungkus
2023-08-17,13:57:00,tagihan,97000,Bayar layanan kebersihan lingkungan
2023-08-17,07:28:00,belanja,54000,Beli pakaian baru
2023-08-17,11:17:00,rumah,74000,Perbaikan atap rumah bocor
2023-08-18,06:44:00,pajak,80000,Pelaporan pajak tahunan
2023-08-18,07:51:00,hiburan,29000,Main game online berbayar
2023-08-18,17:34:00,rumah,82000,Beli kursi dan meja baru
2023-08-18,18:25:00,tagihan,95000,Bayar tagihan TV kabel dan streaming
2023-08-18,06:28:00,lain-lain,17000,Sedekah ke masjid atau panti asuhan
2023-08-19,12:53:00,tagihan,64000,Bayar tagihan air PDAM
2023-08-19,16:50:00,hiburan,33000,Nonton pertunjukan teater atau seni tradisional
2023-08-19,20:34:00,lain-lain,28000,Transportasi darurat
2023-08-19,19:27:00,pajak,88000,Bayar pajak usaha
2023-08-20,12:16:00,pajak,75000,Pelunasan denda pajak
2023-08-20,12:34:00,hiburan,17000,Mengikuti kelas musik atau tari
2023-08-20,08:31:00,pakaian,51000,Beli baju anak-anak
2023-08-20,10:17:00,makan,21000,Beli makanan online lewat aplikasi
2023-08-20,20:54:00,loundry,23000,Loundry pakaian anak
2023-08-21,11:38:00,tagihan,81000,Bayar tagihan TV kabel dan streaming
2023-08-21,16:30:00,pulsa,9000,Bayar tagihan telepon prabayar
2023-08-21,10:12:00,rumah,71000,"Pembelian alat keamanan rumah (CCTV, alarm)"
2023-08-21,12:06:00,tagihan,69000,Bayar layanan kebersihan lingkungan
2023-08-21,15:34:00,pulsa,5000,Beli kuota internet tambahan
2023-08-22,14:51:00,pajak,50000,Bayar pajak kendaraan bermotor
2023-08-22,16:32:00,rumah,80000,Perbaikan pipa dan keran air
2023-08-22,07:14:00,asuransi,65000,Bayar premi asuransi kendaraan
2023-08-22,12:57:00,loundry,20000,Cuci pakaian harian
2023-08-22,13:35:00,lain-lain,21000,Hadiah ulang tahun keluarga
2023-08-23,17:33:00,belanja,42000,Beli souvenir dan hadiah
2023-08-23,09:58:00,kesehatan,71000,Pemeriksaan laboratorium
2023-08-23,06:32:00,rumah,90000,"Pembelian alat keamanan rumah (CCTV, alarm)"
2023-08-23,14:15:00,asuransi,99000,Bayar premi asuransi jiwa
2023-08-23,18:41:00,pajak,66000,Pelaporan pajak tahunan
2023-08-24,08:16:00,kesehatan,53000,Pembelian obat flu dan batuk
2023-08-24,14:30:00,pakaian,31000,Beli pakaian dalam
2023-08-24,21:47:00,rumah,54000,Ganti lampu rumah
2023-08-24,19:35:00,kesehatan,58000,Cek kesehatan di klinik
2023-08-25,10:34:00,pulsa,14000,Beli voucher game online
2023-08-25,12:34:00,pulsa,14000,Beli paket SMS dan telepon
2023-08-25,11:30:00,asuransi,85000,Pembayaran klaim asuransi
2023-08-26,17:58:00,hiburan,29000,Bermain di taman rekreasi
2023-08-26,20:55:00,hiburan,47000,Beli buku novel dan komik
2023-08-26,06:01:00,kesehatan,76000,Pembelian obat flu dan batuk
2023-08-26,18:49:00,kesehatan,43000,Pembelian obat flu dan batuk
2023-08-26,21:50:00,tagihan,58000,Bayar langganan majalah/koran
2023-08-27,10:59:00,tagihan,69000,Bayar tagihan TV kabel dan streaming
2023-08-27,11:05:00,kesehatan,74000,Pembelian alat kesehatan seperti tensimeter
2023-08-27,11:16:00,pulsa,5000,Bayar tagihan telepon prabayar
2023-08-27,09:55:00,hiburan,10000,Mengikuti kelas musik atau tari
2023-08-28,19:09:00,lain-lain,49000,Sedekah ke masjid atau panti asuhan
2023-08-28,10:43:00,pulsa,19000,Pembayaran layanan telekomunikasi lainnya
2023-08-28,09:16:00,loundry,28000,Setrika pakaian batik
2023-08-29,18:33:00,pakaian,70000,Beli pakaian dalam
2023-08-29,14:47:00,pulsa,19000,Bayar tagihan telepon prabayar
2023-08-29,07:32:00,rumah,55000,"Pembelian alat keamanan rumah (CCTV, alarm)"
2023-08-30,09:09:00,asuransi,56000,Bayar premi asuransi usaha
2023-08-30,10:41:00,asuransi,54000,Bayar premi asuransi pendidikan anak
2023-08-30,06:11:00,rumah,65000,Beli tirai dan gorden
2023-08-30,20:23:00,makan,21000,Beli lauk pauk untuk keluarga
2023-08-31,17:34:00,kesehatan,32000,Terapi pijat dan refleksi
2023-08-31,07:35:00,pulsa,8000,Top up e-wallet GoPay/Ovo/Dana
2023-08-31,16:12:00,rumah,70000,Beli tirai dan gorden
2023-08-31,16:46:00,asuransi,84000,Bayar premi asuransi kendaraan
2023-09-01,17:45:00,pulsa,19000,Beli voucher TV kabel
2023-09-01,17:32:00,rumah,96000,Ganti lampu rumah
2023-09-01,10:12:00,asuransi,63000,Bayar premi asuransi kendaraan bermotor
2023-09-01,19:00:00,asuransi,71000,Bayar premi asuransi kendaraan bermotor
2023-09-01,08:45:00,loundry,11000,Setrika pakaian batik
2023-09-02,17:17:00,kesehatan,32000,Vaksinasi anak dan dewasa
2023-09-02,16:07:00,loundry,16000,Loundry pakaian berbahan khusus
2023-09-02,15:08:00,kesehatan,89000,Beli vitamin dan suplemen
2023-09-03,09:33:00,hiburan,26000,Berlangganan Netflix/Disney+
2023-09-03,11:47:00,rumah,99000,Beli kursi dan meja baru
2023-09-03,16:25:00,belanja,61000,Belanja perlengkapan sekolah anak
2023-09-03,18:30:00,lain-lain,47000,Pembelian souvenir acara keluarga
2023-09-03,13:00:00,rumah,77000,Ganti lampu rumah
2023-09-04,10:15:00,pajak,96000,Pelaporan pajak tahunan
2023-09-04,07:07:00,kesehatan,91000,Beli vitamin dan suplemen
2023-09-04,18:43:00,pakaian,58000,Beli kaos dan celana casual
2023-09-05,13:18:00,rumah,87000,Beli kursi dan meja baru
2023-09-05,16:09:00,pulsa,14000,Beli kuota internet tambahan
2023-09-05,18:43:00,tagihan,46000,Bayar tagihan listrik bulanan
2023-09-05,09:00:00,kesehatan,59000,Cek kesehatan di klinik
2023-09-05,07:37:00,pakaian,67000,Beli kaos dan celana casual
2023-09-06,21:26:00,pakaian,35000,Beli baju kerja dan seragam
2023-09-06,21:18:00,pajak,88000,Pelaporan pajak tahunan
2023-09-06,07:48:00,tagihan,94000,Bayar layanan kebersihan lingkungan
2023-09-07,13:01:00,pakaian,49000,Beli baju kerja dan seragam
2023-09-07,06:14:00,tagihan,48000,Bayar tagihan internet dan WiFi
2023-09-07,08:56:00,pajak,62000,Bayar pajak listrik usaha
2023-09-07,10:00:00,makan,45000,Makan siang di kantin
2023-09-07,18:07:00,asuransi,53000,Bayar premi asuransi kesehatan
2023-09-08,09:28:00,tagihan,80000,Bayar layanan kebersihan lingkungan
2023-09-08,20:11:00,pakaian,35000,Beli kaos dan celana casual
2023-09-08,10:33:00,belanja,31000,Beli alat tulis dan kantor
2023-09-09,16:28:00,lain-lain,37000,Biaya penitipan anak
2023-09-09,20:26:00,lain-lain,46000,Biaya tak terduga
2023-09-09,16:31:00,kesehatan,73000,Cek kesehatan di klinik
2023-09-09,15:30:00,loundry,23000,Loundry pakaian anak
2023-09-09,07:30:00,pulsa,7000,Beli pulsa untuk perangkat IoT
2023-09-10,15:46:00,pulsa,14000,Beli pulsa untuk perangkat IoT
2023-09-10,14:39:00,lain-lain,13000,Biaya penitipan anak
2023-09-10,11:06:00,lain-lain,41000,Transportasi darurat
2023-09-10,21:17:00,rumah,93000,Ganti lampu rumah
2023-09-10,17:15:00,tagihan,65000,Bayar iuran keamanan lingkungan
2023-09-11,12:50:00,makan,21000,Jajan cemilan pasar
2023-09-11,12:55:00,pakaian,32000,Beli sepatu formal
2023-09-11,16:02:00,pulsa,6000,Beli voucher game online
2023-09-11,17:16:00,pajak,62000,Bayar pajak penghasilan
2023-09-12,13:01:00,makan,17000,Jajan cemilan pasar
2023-09-12,21:28:00,pajak,74000,Pelaporan pajak tahunan
2023-09-12,12:07:00,kesehatan,91000,Vaksinasi anak dan dewasa
2023-09-13,15:20:00,pakaian,35000,Beli jaket dan sweater
2023-09-13,16:32:00,pulsa,17000,Beli pulsa untuk perangkat IoT
2023-09-13,15:20:00,lain-lain,46000,Pembelian alat tulis kantor
2023-09-14,16:19:00,rumah,75000,Perbaikan pipa dan keran air
2023-09-14,06:49:00,belanja,27000,Beli souvenir dan hadiah
2023-09-14,13:12:00,pulsa,7000,Isi ulang pulsa telepon
2023-09-14,11:10:00,pakaian,78000,Beli pakaian tradisional
2023-09-15,17:03:00,pulsa,5000,Pembayaran layanan telekomunikasi lainnya
2023-09-15,06:53:00,asuransi,51000,Pembayaran klaim asuransi
2023-09-15,08:45:00,pulsa,19000,Beli voucher game online
2023-09-15,20:11:00,loundry,14000,Loundry seragam sekolah
2023-09-15,08:58:00,makan,40000,Makan siang di kantin
2023-09-16,10:39:00,lain-lain,39000,Biaya perizinan dan administrasi
2023-09-16,06:44:00,asuransi,52000,Bayar premi asuransi kendaraan
2023-09-16,15:43:00,loundry,21000,Setrika pakaian kerja
2023-09-16,13:22:00,lain-lain,41000,Biaya tak terduga
2023-09-16,20:31:00,pakaian,75000,Beli kaos dan celana casual
2023-09-17,13:36:00,makan,10000,Beli makanan online lewat aplikasi
2023-09-17,07:17:00,lain-lain,43000,Biaya tak terduga
2023-09-17,12:39:00,loundry,24000,Cuci pakaian harian
2023-09-17,17:51:00,pakaian,52000,Beli pakaian dalam
2023-09-18,09:00:00,rumah,63000,Perbaikan pipa dan keran air
2023-09-18,17:25:00,tagihan,79000,Bayar tagihan telepon rumah
2023-09-18,19:59:00,pakaian,75000,Beli kaos dan celana casual
2023-09-18,21:50:00,belanja,43000,Beli alat tulis dan kantor
2023-09-19,08:53:00,loundry,17000,Loundry pakaian olahraga
2023-09-19,18:56:00,kesehatan,74000,Pembelian masker dan hand sanitizer
2023-09-19,14:54:00,hiburan,19000,Main game online berbayar
2023-09-20,06:46:00,lain-lain,43000,Pembelian alat tulis kantor
2023-09-20,16:14:00,loundry,21000,Loundry seragam sekolah
2023-09-20,10:38:00,loundry,25000,Setrika pakaian batik
2023-09-20,08:11:00,hiburan,17000,Berlangganan Netflix/Disney+
2023-09-21,18:16:00,pakaian,65000,Beli pakaian muslim
2023-09-21,13:33:00,pakaian,67000,Beli baju kerja dan seragam
2023-09-21,08:08:00,loundry,15000,Loundry pakaian berbahan khusus
2023-09-21,07:52:00,loundry,14000,Cuci tas dan sepatu
2023-09-21,06:36:00,loundry,13000,Loundry pakaian anak
2023-09-22,13:51:00,rumah,68000,Perbaikan instalasi listrik rumah
2023-09-22,14:23:00,makan,35000,Beli minuman es teh
2023-09-22,07:25:00,hiburan,32000,Beli buku novel dan komik
2023-09-22,14:31:00,rumah,93000,Pengecatan rumah dan dinding
2023-09-23,15:08:00,pakaian,30000,Beli topi dan sabuk
2023-09-23,15:35:00,pajak,85000,Pelaporan pajak tahunan
2023-09-23,13:55:00,hiburan,18000,Berlangganan Netflix/Disney+
2023-09-23,08:21:00,makan,37000,Makan di warteg
2023-09-23,17:16:00,hiburan,38000,Nonton bioskop
2023-09-24,08:32:00,pulsa,7000,Beli paket SMS dan telepon
2023-09-24,06:56:00,pajak,58000,Bayar pajak listrik usaha
2023-09-24,11:32:00,tagihan,68000,Bayar tagihan telepon rumah
2023-09-24,11:02:00,hiburan,40000,Nonton pertunjukan teater atau seni tradisional
2023-09-25,12:44:00,rumah,91000,"Pembelian alat keamanan rumah (CCTV, alarm)"
2023-09-25,21:57:00,hiburan,38000,Langganan majalah hiburan
2023-09-25,12:10:00,pajak,83000,Pelunasan denda pajak
2023-09-25,08:44:00,hiburan,18000,Berlangganan Netflix/Disney+
2023-09-25,08:06:00,makan,34000,Makan siang di kantin
2023-09-26,08:44:00,kesehatan,43000,Cek kesehatan di klinik
2023-09-26,10:36:00,asuransi,66000,Bayar premi asuransi kesehatan
2023-09-26,14:05:00,hiburan,36000,Beli cemilan saat nonton TV
2023-09-26,21:05:00,pakaian,37000,Beli pakaian olahraga
2023-09-27,15:03:00,rumah,87000,Perbaikan instalasi listrik rumah
2023-09-27,14:48:00,hiburan,34000,Beli tiket konser musik
2023-09-27,17:34:00,pulsa,10000,Beli voucher TV kabel
2023-09-27,13:40:00,pulsa,6000,Beli paket SMS dan telepon
2023-09-28,09:31:00,tagihan,37000,Bayar tagihan listrik bulanan
2023-09-28,08:55:00,lain-lain,16000,Biaya tak terduga
2023-09-28,19:10:00,pulsa,14000,Top up e-wallet GoPay/Ovo/Dana
2023-09-28,11:32:00,pakaian,43000,Beli aksesoris pakaian
2023-09-29,06:45:00,pajak,62000,Bayar pajak reklame
2023-09-29,18:29:00,tagihan,54000,Bayar tagihan telepon rumah
2023-09-29,16:45:00,hiburan,11000,Berlangganan Netflix/Disney+
2023-09-29,06:04:00,belanja,52000,Belanja bumbu masak
2023-09-29,19:45:00,lain-lain,32000,Sedekah ke masjid atau panti asuhan
2023-09-30,21:38:00,belanja,49000,Beli pakaian baru
2023-09-30,17:05:00,pakaian,74000,Beli jaket dan sweater
2023-09-30,20:10:00,hiburan,41000,Beli cemilan saat nonton TV
2023-09-30,09:14:00,loundry,23000,Setrika pakaian kerja
2023-09-30,09:55:00,rumah,53000,Perbaikan instalasi listrik rumah
2023-10-01,19:22:00,kesehatan,64000,Terapi pijat dan refleksi
2023-10-01,18:53:00,pajak,57000,Pelunasan denda pajak
2023-10-01,20:56:00,hiburan,14000,Beli buku novel dan komik
2023-10-01,10:28:00,hiburan,39000,Bermain di taman rekreasi
2023-10-01,08:06:00,loundry,24000,Loundry pakaian olahraga
2023-10-02,13:48:00,tagihan,42000,Bayar iuran keamanan lingkungan
2023-10-02,20:33:00,kesehatan,82000,Konsultasi dokter umum
2023-10-02,08:28:00,belanja,22000,Belanja perlengkapan mandi
2023-10-03,18:40:00,loundry,15000,Loundry seragam sekolah
2023-10-03,18:23:00,loundry,18000,Loundry pakaian berbahan khusus
2023-10-03,19:14:00,lain-lain,21000,Transportasi darurat
2023-10-03,18:06:00,loundry,13000,Loundry pakaian berbahan khusus
2023-10-03,08:02:00,loundry,19000,Loundry pakaian berbahan khusus
2023-10-04,09:53:00,kesehatan,35000,Cek kesehatan di klinik
2023-10-04,15:14:00,rumah,67000,Beli kursi dan meja baru
2023-10-04,12:47:00,lain-lain,48000,Transportasi darurat
2023-10-04,06:43:00,kesehatan,95000,Beli vitamin dan suplemen
2023-10-04,19:51:00,kesehatan,53000,Vaksinasi anak dan dewasa
2023-10-05,13:03:00,pakaian,37000,Beli pakaian muslim
2023-10-05,13:45:00,pakaian,68000,Beli baju anak-anak
2023-10-05,07:27:00,hiburan,15000,Beli tiket konser musik
2023-10-06,08:06:00,loundry,10000,Setrika pakaian batik
2023-10-06,12:14:00,tagihan,49000,Bayar tagihan internet dan WiFi
2023-10-06,14:11:00,pakaian,33000,Beli pakaian dalam
2023-10-06,21:25:00,belanja,20000,Beli pakaian baru
2023-10-07,08:54:00,tagihan,51000,Bayar tagihan telepon rumah
2023-10-07,20:36:00,belanja,56000,Beli alat elektronik kecil
2023-10-07,11:23:00,asuransi,75000,Bayar premi asuransi kendaraan
2023-10-08,07:57:00,rumah,72000,Service dan perawatan AC
2023-10-08,10:09:00,rumah,57000,Service dan perawatan AC
2023-10-08,20:36:00,belanja,36000,Beli alat elektronik kecil
2023-10-08,15:11:00,kesehatan,66000,Beli vitamin dan suplemen
2023-10-08,17:12:00,makan,33000,Beli jajanan pasar tradisional
2023-10-09,21:49:00,hiburan,33000,Beli buku novel dan komik
2023-10-09,19:34:00,hiburan,29000,Langganan majalah hiburan
2023-10-09,11:44:00,pulsa,11000,Beli voucher TV kabel
2023-10-10,21:20:00,belanja,49000,Belanja kebutuhan rumah tangga
2023-10-10,21:00:00,hiburan,48000,Langganan majalah hiburan
2023-10-10,15:30:00,makan,18000,Jajan cemilan pasar
2023-10-10,13:32:00,asuransi,59000,Bayar premi asuransi kendaraan bermotor
2023-10-10,19:14:00,asuransi,81000,Bayar premi asuransi usaha
2023-10-11,10:24:00,pakaian,41000,Beli sepatu formal
2023-10-11,21:04:00,belanja,54000,Belanja perlengkapan sekolah anak
2023-10-11,14:54:00,pakaian,40000,Beli sepatu formal
2023-10-11,20:45:00,pulsa,11000,Top up e-wallet GoPay/Ovo/Dana
2023-10-12,12:52:00,asuransi,98000,Bayar premi asuransi kesehatan
2023-10-12,18:21:00,loundry,27000,Setrika pakaian kerja
2023-10-12,18:50:00,pakaian,79000,Beli jaket dan sweater
2023-10-12,17:25:00,hiburan,46000,Beli buku novel dan komik
2023-10-12,13:39:00,lain-lain,27000,Donasi bencana alam
2023-10-13,07:04:00,hiburan,46000,Berlangganan Netflix/Disney+
2023-10-13,12:09:00,tagihan,52000,Bayar tagihan air PDAM
2023-10-13,10:43:00,belanja,72000,Beli sayur dan buah segar
2023-10-13,10:42:00,asuransi,64000,Biaya administrasi asuransi
2023-10-14,19:50:00,tagihan,97000,Bayar biaya parkir dan sampah
2023-10-14,12:00:00,rumah,71000,Perbaikan atap rumah bocor
2023-10-14,21:41:00,makan,47000,Beli nasi bungkus
2023-10-15,11:02:00,belanja,52000,Belanja kebutuhan rumah tangga
2023-10-15,18:15:00,lain-lain,23000,Biaya penitipan anak
2023-10-15,13:44:00,pulsa,8000,Beli paket SMS dan telepon
2023-10-16,07:50:00,pajak,56000,Pelunasan denda pajak
2023-10-16,10:06:00,hiburan,25000,Langganan majalah hiburan
2023-10-16,10:34:00,loundry,16000,Setrika pakaian kerja
2023-10-17,12:17:00,belanja,73000,Belanja bumbu masak
2023-10-17,17:49:00,kesehatan,33000,Pembelian masker dan hand sanitizer
2023-10-17,07:39:00,kesehatan,72000,Pembelian alat kesehatan seperti tensimeter
2023-10-17,09:23:00,makan,45000,Beli gorengan di sekolah
2023-10-18,19:03:00,makan,40000,Makan siang di kantin
2023-10-18,21:40:00,belanja,24000,Belanja bumbu masak
2023-10-18,19:49:00,pakaian,55000,Beli topi dan sabuk
2023-10-18,10:02:00,hiburan,37000,Langganan majalah hiburan
2023-10-19,08:03:00,hiburan,28000,Main game online berbayar
2023-10-19,15:58:00,belanja,68000,Beli alat elektronik kecil
2023-10-19,07:07:00,belanja,24000,Belanja bumbu masak
2023-10-19,10:51:00,makan,26000,Makan di warteg
2023-10-20,13:56:00,pajak,76000,Pelunasan denda pajak
2023-10-20,08:40:00,pulsa,9000,Pembayaran layanan telekomunikasi lainnya
2023-10-20,17:59:00,asuransi,72000,Bayar premi asuransi kendaraan bermotor
2023-10-21,19:39:00,asuransi,83000,Bayar premi asuransi usaha
2023-10-21,06:25:00,kesehatan,37000,Pembelian obat flu dan batuk
2023-10-21,16:04:00,pulsa,13000,Beli voucher TV kabel
2023-10-21,09:51:00,lain-lain,19000,Biaya perizinan dan administrasi
2023-10-21,15:13:00,kesehatan,45000,Konsultasi dokter umum
2023-10-22,19:38:00,pakaian,61000,Beli pakaian dalam
2023-10-22,20:46:00,pakaian,65000,Beli aksesoris pakaian
2023-10-22,07:52:00,kesehatan,90000,Vaksinasi anak dan dewasa
2023-10-22,07:46:00,belanja,59000,Belanja perlengkapan mandi
2023-10-22,15:58:00,lain-lain,21000,Donasi bencana alam
2023-10-23,19:23:00,pakaian,40000,Beli aksesoris pakaian
2023-10-23,14:09:00,rumah,69000,Perbaikan atap rumah bocor
2023-10-23,21:18:00,hiburan,37000,Berlangganan Netflix/Disney+
2023-10-23,16:35:00,lain-lain,47000,Biaya perizinan dan administrasi
2023-10-24,16:51:00,asuransi,96000,Bayar premi asuransi usaha
2023-10-24,11:04:00,hiburan,18000,Bermain di taman rekreasi
2023-10-24,18:23:00,loundry,21000,Loundry seragam sekolah
2023-10-24,13:03:00,makan,43000,Beli minuman es teh
2023-10-24,06:14:00,tagihan,65000,Bayar iuran keamanan lingkungan
2023-10-25,14:39:00,belanja,59000,Belanja perlengkapan sekolah anak
2023-10-25,18:19:00,tagihan,48000,Bayar tagihan air PDAM
2023-10-25,18:03:00,pulsa,17000,Beli paket SMS dan telepon
2023-10-26,10:54:00,loundry,13000,Cuci tas dan sepatu
2023-10-26,06:59:00,hiburan,38000,Beli cemilan saat nonton TV
2023-10-26,14:48:00,makan,37000,Beli nasi bungkus
2023-10-27,17:22:00,rumah,53000,Beli tirai dan gorden
2023-10-27,12:44:00,loundry,12000,Cuci tas dan sepatu
2023-10-27,21:02:00,pulsa,16000,Beli voucher game online
2023-10-27,16:53:00,rumah,58000,Pengecatan rumah dan dinding
2023-10-28,19:22:00,pakaian,79000,Beli baju anak-anak
2023-10-28,06:42:00,rumah,74000,Pengecatan rumah dan dinding
2023-10-28,14:18:00,loundry,11000,Setrika pakaian kerja
2023-10-28,11:07:00,tagihan,96000,Bayar tagihan listrik bulanan
2023-10-28,14:44:00,lain-lain,11000,Pembelian alat tulis kantor
2023-10-29,20:54:00,asuransi,81000,Bayar premi asuransi kendaraan bermotor
2023-10-29,15:47:00,loundry,16000,Loundry pakaian anak
2023-10-29,15:37:00,tagihan,46000,Bayar tagihan internet dan WiFi
2023-10-29,11:54:00,rumah,85000,Beli alat pel dan alat kebersihan rumah
2023-10-30,20:48:00,hiburan,39000,Mengikuti kelas musik atau tari
2023-10-30,20:22:00,belanja,43000,Belanja kebutuhan rumah tangga
2023-10-30,17:50:00,asuransi,56000,Bayar premi asuransi kesehatan
2023-10-30,16:43:00,pakaian,47000,Beli kaos dan celana casual
2023-10-31,20:49:00,rumah,51000,Ganti lampu rumah
2023-10-31,14:51:00,pakaian,45000,Beli sepatu formal
2023-10-31,18:37:00,kesehatan,60000,Pembelian masker dan hand sanitizer
2023-10-31,12:12:00,loundry,19000,Cuci pakaian harian
2023-11-01,15:43:00,belanja,57000,Belanja perlengkapan sekolah anak
2023-11-01,15:04:00,hiburan,39000,Main game online berbayar
2023-11-01,16:25:00,pajak,61000,Bayar pajak penghasilan
2023-11-01,17:30:00,pajak,76000,Bayar pajak bumi dan bangunan (PBB)
2023-11-02,21:19:00,makan,41000,Makan di warteg
2023-11-02,06:33:00,hiburan,27000,Nonton bioskop
2023-11-02,11:38:00,tagihan,63000,Bayar tagihan gas elpiji
2023-11-02,12:39:00,pajak,77000,Pelaporan pajak tahunan
2023-11-02,14:18:00,hiburan,30000,Langganan majalah hiburan
