Tanggal,Jam,Jenis,Kategori,Jumlah,Keterangan
2023-08-06,11:42,Pengeluaran,Makan Siang,26000,Makan rutin
2023-08-06,12:04,Pengeluaran,Rekreasi,240000,Jalan-jalan weekend
2023-08-06,20:52,Pengeluaran,Makan Malam,22000,Makan rutin
2023-08-07,8:41,Pengeluaran,Transportasi Umum,13000,Transportasi alternatif
2023-08-07,8:50,Pengeluaran,Makan Pagi,21000,Makan rutin
2023-08-07,10:23,Pengeluaran,Bensin,58000,Pengisian bensin mingguan
2023-08-07,11:05,Pengeluaran,Makan Siang,22000,Makan rutin
2023-08-07,20:24,Pengeluaran,Makan Malam,23000,Makan rutin
2023-08-08,7:45,Pengeluaran,Makan Pagi,24000,Makan rutin
2023-08-08,13:38,Pengeluaran,Makan Siang,22000,Makan rutin
2023-08-08,20:22,Pengeluaran,Makan Malam,26000,Makan rutin
2023-08-09,6:26,Pengeluaran,Makan Pagi,24000,Makan rutin
2023-08-09,12:36,Pengeluaran,Makan Siang,29000,Makan rutin
2023-08-09,18:06,Pengeluaran,Makan Malam,27000,Makan rutin
2023-08-10,7:07,Pengeluaran,Makan Pagi,25000,Makan rutin
2023-08-10,11:00,Pengeluaran,Makan Siang,19000,Makan rutin
2023-08-10,18:47,Pengeluaran,Makan Malam,17000,Makan rutin
2023-08-11,7:49,Pengeluaran,Makan Pagi,18000,Makan rutin
2023-08-11,13:18,Pengeluaran,Makan Siang,18000,Makan rutin
2023-08-11,20:19,Pengeluaran,Makan Malam,18000,Makan rutin
2023-08-12,6:26,Pengeluaran,Makan Pagi,15000,Makan rutin
2023-08-12,12:04,Pengeluaran,Makan Siang,17000,Makan rutin
2023-08-12,14:36,Pengeluaran,Rekreasi,216000,Jalan-jalan weekend
2023-08-12,18:15,Pengeluaran,Makan Malam,23000,Makan rutin
2023-08-13,7:22,Pengeluaran,Makan Pagi,22000,Makan rutin
2023-08-13,12:16,Pengeluaran,Makan Siang,21000,Makan rutin
2023-08-13,19:49,Pengeluaran,Makan Malam,20000,Makan rutin
2023-08-14,7:08,Pengeluaran,Makan Pagi,26000,Makan rutin
2023-08-14,9:44,Pengeluaran,Transportasi Umum,13000,Transportasi alternatif
2023-08-14,11:45,Pengeluaran,Bensin,68000,Pengisian bensin mingguan
2023-08-14,13:41,Pengeluaran,Makan Siang,18000,Makan rutin
2023-08-14,19:34,Pengeluaran,Makan Malam,21000,Makan rutin
2023-08-15,7:53,Pengeluaran,Makan Pagi,25000,Makan rutin
2023-08-15,11:53,Pengeluaran,Makan Siang,22000,Makan rutin
2023-08-15,20:55,Pengeluaran,Makan Malam,20000,Makan rutin
2023-08-16,7:06,Pengeluaran,Makan Pagi,20000,Makan rutin
2023-08-16,11:52,Pengeluaran,Makan Siang,15000,Makan rutin
2023-08-16,20:42,Pengeluaran,Makan Malam,25000,Makan rutin
2023-08-17,8:22,Pengeluaran,Makan Pagi,27000,Makan rutin
2023-08-17,12:27,Pengeluaran,Makan Siang,18000,Makan rutin
2023-08-17,18:03,Pengeluaran,Makan Malam,15000,Makan rutin
2023-08-18,8:18,Pengeluaran,Makan Pagi,23000,Makan rutin
2023-08-18,8:22,Pengeluaran,Transportasi Umum,20000,Transportasi alternatif
2023-08-18,12:19,Pengeluaran,Makan Siang,28000,Makan rutin
2023-08-18,18:36,Pengeluaran,Makan Malam,15000,Makan rutin
2023-08-19,7:08,Pengeluaran,Transportasi Umum,29000,Transportasi alternatif
2023-08-19,8:15,Pengeluaran,Makan Pagi,16000,Makan rutin
2023-08-19,11:27,Pengeluaran,Makan Siang,16000,Makan rutin
2023-08-19,18:48,Pengeluaran,Makan Malam,28000,Makan rutin
2023-08-20,8:18,Pengeluaran,Makan Pagi,22000,Makan rutin
2023-08-20,13:30,Pengeluaran,Makan Siang,26000,Makan rutin
2023-08-20,18:52,Pengeluaran,Makan Malam,23000,Makan rutin
2023-08-21,6:36,Pengeluaran,Makan Pagi,18000,Makan rutin
2023-08-21,11:17,Pengeluaran,Bensin,65000,Pengisian bensin mingguan
2023-08-21,13:58,Pengeluaran,Makan Siang,28000,Makan rutin
2023-08-21,20:24,Pengeluaran,Makan Malam,24000,Makan rutin
2023-08-22,8:01,Pengeluaran,Makan Pagi,26000,Makan rutin
2023-08-22,12:58,Pengeluaran,Makan Siang,16000,Makan rutin
2023-08-22,19:51,Pengeluaran,Makan Malam,28000,Makan rutin
2023-08-23,7:32,Pengeluaran,Makan Pagi,29000,Makan rutin
2023-08-23,11:20,Pengeluaran,Makan Siang,29000,Makan rutin
2023-08-23,19:04,Pengeluaran,Makan Malam,15000,Makan rutin
2023-08-24,7:26,Pengeluaran,Makan Pagi,29000,Makan rutin
2023-08-24,11:59,Pengeluaran,Makan Siang,16000,Makan rutin
2023-08-24,18:27,Pengeluaran,Makan Malam,25000,Makan rutin
2023-08-25,8:47,Pengeluaran,Makan Pagi,23000,Makan rutin
2023-08-25,12:06,Pengeluaran,Makan Siang,18000,Makan rutin
2023-08-25,19:26,Pengeluaran,Makan Malam,18000,Makan rutin
2023-08-26,8:01,Pengeluaran,Makan Pagi,26000,Makan rutin
2023-08-26,8:38,Pengeluaran,Transportasi Umum,14000,Transportasi alternatif
2023-08-26,11:52,Pengeluaran,Makan Siang,26000,Makan rutin
2023-08-26,20:07,Pengeluaran,Makan Malam,25000,Makan rutin
2023-08-27,7:28,Pengeluaran,Makan Pagi,20000,Makan rutin
2023-08-27,13:05,Pengeluaran,Makan Siang,19000,Makan rutin
2023-08-27,20:44,Pengeluaran,Makan Malam,18000,Makan rutin
2023-08-28,8:29,Pengeluaran,Makan Pagi,20000,Makan rutin
2023-08-28,9:06,Pengeluaran,Bensin,57000,Pengisian bensin mingguan
2023-08-28,12:16,Pengeluaran,Makan Siang,20000,Makan rutin
2023-08-28,20:43,Pengeluaran,Makan Malam,21000,Makan rutin
2023-08-29,8:53,Pengeluaran,Makan Pagi,15000,Makan rutin
2023-08-29,13:42,Pengeluaran,Makan Siang,29000,Makan rutin
2023-08-29,20:03,Pengeluaran,Makan Malam,20000,Makan rutin
2023-08-30,8:41,Pengeluaran,Makan Pagi,19000,Makan rutin
2023-08-30,13:54,Pengeluaran,Makan Siang,23000,Makan rutin
2023-08-30,20:00,Pengeluaran,Makan Malam,21000,Makan rutin
2023-08-31,7:21,Pengeluaran,Makan Pagi,15000,Makan rutin
2023-08-31,13:59,Pengeluaran,Makan Siang,19000,Makan rutin
2023-08-31,19:59,Pengeluaran,Makan Malam,28000,Makan rutin
2023-09-01,7:27,Pengeluaran,Makan Pagi,22000,Makan rutin
2023-09-01,8:05,Pemasukan,Gaji,4000000,Gaji bulanan
2023-09-01,13:43,Pengeluaran,Makan Siang,22000,Makan rutin
2023-09-01,16:59,Pengeluaran,Belanja Bulanan,414000,Belanja kebutuhan bulanan
2023-09-01,19:23,Pengeluaran,Makan Malam,21000,Makan rutin
2023-09-02,6:59,Pengeluaran,Makan Pagi,22000,Makan rutin
2023-09-02,13:17,Pengeluaran,Makan Siang,23000,Makan rutin
2023-09-02,19:40,Pengeluaran,Makan Malam,19000,Makan rutin
2023-09-03,7:37,Pengeluaran,Makan Pagi,20000,Makan rutin
2023-09-03,11:24,Pengeluaran,Makan Siang,19000,Makan rutin
2023-09-03,13:16,Pengeluaran,Rekreasi,113000,Jalan-jalan weekend
2023-09-03,20:02,Pengeluaran,Makan Malam,28000,Makan rutin
2023-09-04,8:51,Pengeluaran,Makan Pagi,25000,Makan rutin
2023-09-04,11:55,Pengeluaran,Bensin,58000,Pengisian bensin mingguan
2023-09-04,12:17,Pengeluaran,Makan Siang,25000,Makan rutin
2023-09-04,20:18,Pengeluaran,Makan Malam,16000,Makan rutin
2023-09-05,6:04,Pengeluaran,Makan Pagi,24000,Makan rutin
2023-09-05,12:53,Pengeluaran,Listrik Kos,185000,Tagihan listrik kos
2023-09-05,13:37,Pengeluaran,Makan Siang,21000,Makan rutin
2023-09-05,20:49,Pengeluaran,Makan Malam,16000,Makan rutin
2023-09-06,6:44,Pengeluaran,Makan Pagi,24000,Makan rutin
2023-09-06,11:06,Pengeluaran,Makan Siang,27000,Makan rutin
2023-09-06,20:40,Pengeluaran,Makan Malam,29000,Makan rutin
2023-09-07,8:47,Pengeluaran,Makan Pagi,17000,Makan rutin
2023-09-07,12:36,Pengeluaran,Makan Siang,27000,Makan rutin
2023-09-07,20:20,Pengeluaran,Makan Malam,18000,Makan rutin
2023-09-08,8:33,Pengeluaran,Makan Pagi,16000,Makan rutin
2023-09-08,11:30,Pengeluaran,Makan Siang,16000,Makan rutin
2023-09-08,20:56,Pengeluaran,Makan Malam,16000,Makan rutin
2023-09-09,7:51,Pengeluaran,Makan Pagi,26000,Makan rutin
2023-09-09,11:03,Pengeluaran,Makan Siang,23000,Makan rutin
2023-09-09,19:28,Pengeluaran,Makan Malam,15000,Makan rutin
2023-09-10,8:48,Pengeluaran,Makan Pagi,28000,Makan rutin
2023-09-10,12:44,Pengeluaran,Makan Siang,27000,Makan rutin
2023-09-10,20:24,Pengeluaran,Makan Malam,17000,Makan rutin
2023-09-11,8:06,Pengeluaran,Makan Pagi,20000,Makan rutin
2023-09-11,10:55,Pengeluaran,Bensin,60000,Pengisian bensin mingguan
2023-09-11,12:54,Pengeluaran,Makan Siang,15000,Makan rutin
2023-09-11,19:44,Pengeluaran,Makan Malam,16000,Makan rutin
2023-09-12,6:54,Pengeluaran,Makan Pagi,23000,Makan rutin
2023-09-12,12:28,Pengeluaran,Makan Siang,26000,Makan rutin
2023-09-12,18:11,Pengeluaran,Makan Malam,24000,Makan rutin
2023-09-13,6:25,Pengeluaran,Makan Pagi,17000,Makan rutin
2023-09-13,12:13,Pengeluaran,Makan Siang,16000,Makan rutin
2023-09-13,18:38,Pengeluaran,Makan Malam,27000,Makan rutin
2023-09-14,7:49,Pengeluaran,Makan Pagi,16000,Makan rutin
2023-09-14,11:59,Pengeluaran,Makan Siang,21000,Makan rutin
2023-09-14,19:46,Pengeluaran,Makan Malam,17000,Makan rutin
2023-09-15,8:27,Pengeluaran,Makan Pagi,17000,Makan rutin
2023-09-15,12:20,Pengeluaran,Makan Siang,27000,Makan rutin
2023-09-15,19:03,Pengeluaran,Makan Malam,20000,Makan rutin
2023-09-16,7:20,Pengeluaran,Makan Pagi,23000,Makan rutin
2023-09-16,13:10,Pengeluaran,Makan Siang,21000,Makan rutin
2023-09-16,18:43,Pengeluaran,Makan Malam,21000,Makan rutin
2023-09-17,8:55,Pengeluaran,Makan Pagi,28000,Makan rutin
2023-09-17,11:48,Pengeluaran,Makan Siang,16000,Makan rutin
2023-09-17,18:15,Pengeluaran,Makan Malam,16000,Makan rutin
2023-09-18,6:42,Pengeluaran,Makan Pagi,27000,Makan rutin
2023-09-18,11:39,Pengeluaran,Bensin,64000,Pengisian bensin mingguan
2023-09-18,12:02,Pengeluaran,Makan Siang,22000,Makan rutin
2023-09-18,20:32,Pengeluaran,Makan Malam,18000,Makan rutin
2023-09-19,6:40,Pengeluaran,Makan Pagi,21000,Makan rutin
2023-09-19,11:09,Pengeluaran,Makan Siang,18000,Makan rutin
2023-09-19,20:03,Pengeluaran,Makan Malam,25000,Makan rutin
2023-09-20,7:25,Pengeluaran,Makan Pagi,24000,Makan rutin
2023-09-20,11:26,Pengeluaran,Makan Siang,27000,Makan rutin
2023-09-20,20:41,Pengeluaran,Makan Malam,21000,Makan rutin
2023-09-21,6:30,Pengeluaran,Makan Pagi,19000,Makan rutin
2023-09-21,12:11,Pengeluaran,Makan Siang,25000,Makan rutin
2023-09-21,18:43,Pengeluaran,Makan Malam,27000,Makan rutin
2023-09-22,7:56,Pengeluaran,Makan Pagi,15000,Makan rutin
2023-09-22,9:30,Pengeluaran,Transportasi Umum,18000,Transportasi alternatif
2023-09-22,13:03,Pengeluaran,Makan Siang,16000,Makan rutin
2023-09-22,19:34,Pengeluaran,Makan Malam,20000,Makan rutin
2023-09-23,6:45,Pengeluaran,Makan Pagi,25000,Makan rutin
2023-09-23,12:00,Pengeluaran,Makan Siang,20000,Makan rutin
2023-09-23,19:28,Pengeluaran,Makan Malam,23000,Makan rutin
2023-09-24,6:50,Pengeluaran,Makan Pagi,24000,Makan rutin
2023-09-24,12:28,Pengeluaran,Makan Siang,19000,Makan rutin
2023-09-24,20:36,Pengeluaran,Makan Malam,19000,Makan rutin
2023-09-25,8:34,Pengeluaran,Makan Pagi,15000,Makan rutin
2023-09-25,10:12,Pengeluaran,Bensin,52000,Pengisian bensin mingguan
2023-09-25,13:02,Pengeluaran,Makan Siang,29000,Makan rutin
2023-09-25,19:02,Pengeluaran,Makan Malam,24000,Makan rutin
2023-09-26,7:33,Pengeluaran,Makan Pagi,18000,Makan rutin
2023-09-26,9:02,Pengeluaran,Transportasi Umum,27000,Transportasi alternatif
2023-09-26,13:49,Pengeluaran,Makan Siang,23000,Makan rutin
2023-09-26,19:35,Pengeluaran,Makan Malam,20000,Makan rutin
2023-09-27,7:12,Pengeluaran,Makan Pagi,21000,Makan rutin
2023-09-27,12:58,Pengeluaran,Makan Siang,29000,Makan rutin
2023-09-27,18:52,Pengeluaran,Makan Malam,15000,Makan rutin
2023-09-28,7:32,Pengeluaran,Makan Pagi,16000,Makan rutin
2023-09-28,11:48,Pengeluaran,Makan Siang,28000,Makan rutin
2023-09-28,19:04,Pengeluaran,Makan Malam,17000,Makan rutin
2023-09-29,7:29,Pengeluaran,Makan Pagi,22000,Makan rutin
2023-09-29,12:47,Pengeluaran,Makan Siang,16000,Makan rutin
2023-09-29,20:39,Pengeluaran,Makan Malam,24000,Makan rutin
2023-09-30,7:17,Pengeluaran,Transportasi Umum,22000,Transportasi alternatif
2023-09-30,8:34,Pengeluaran,Makan Pagi,18000,Makan rutin
2023-09-30,12:41,Pengeluaran,Makan Siang,20000,Makan rutin
2023-09-30,18:54,Pengeluaran,Makan Malam,19000,Makan rutin
2023-10-01,8:23,Pengeluaran,Makan Pagi,43000,Makan rutin
2023-10-01,8:30,Pemasukan,Gaji,4000000,Gaji bulanan
2023-10-01,13:34,Pengeluaran,Makan Siang,35000,Makan rutin
2023-10-01,19:27,Pengeluaran,Belanja Bulanan,642000,Belanja kebutuhan bulanan
2023-10-01,20:06,Pengeluaran,Makan Malam,40000,Makan rutin
2023-10-02,8:01,Pengeluaran,Makan Pagi,36000,Makan rutin
2023-10-02,11:29,Pengeluaran,Makan Siang,44000,Makan rutin
2023-10-02,11:53,Pengeluaran,Bensin,87000,Pengisian bensin mingguan
2023-10-02,18:17,Pengeluaran,Makan Malam,36000,Makan rutin
2023-10-03,6:04,Pengeluaran,Makan Pagi,36000,Makan rutin
2023-10-03,12:06,Pengeluaran,Makan Siang,39000,Makan rutin
2023-10-03,20:07,Pengeluaran,Makan Malam,36000,Makan rutin
2023-10-04,6:08,Pengeluaran,Makan Pagi,37000,Makan rutin
2023-10-04,12:46,Pengeluaran,Makan Siang,44000,Makan rutin
2023-10-04,18:01,Pengeluaran,Makan Malam,36000,Makan rutin
2023-10-05,7:31,Pengeluaran,Transportasi Umum,39000,Transportasi alternatif
2023-10-05,8:55,Pengeluaran,Makan Pagi,38000,Makan rutin
2023-10-05,11:24,Pengeluaran,Listrik Kos,372000,Tagihan listrik kos
2023-10-05,11:48,Pengeluaran,Makan Siang,43000,Makan rutin
2023-10-05,20:59,Pengeluaran,Makan Malam,37000,Makan rutin
2023-10-06,8:05,Pengeluaran,Makan Pagi,42000,Makan rutin
2023-10-06,12:23,Pengeluaran,Makan Siang,43000,Makan rutin
2023-10-06,18:39,Pengeluaran,Makan Malam,35000,Makan rutin
2023-10-07,8:12,Pengeluaran,Makan Pagi,40000,Makan rutin
2023-10-07,12:01,Pengeluaran,Makan Siang,42000,Makan rutin
2023-10-07,18:26,Pengeluaran,Makan Malam,43000,Makan rutin
2023-10-08,7:38,Pengeluaran,Makan Pagi,35000,Makan rutin
2023-10-08,10:04,Pengeluaran,Rekreasi,477000,Jalan-jalan weekend
2023-10-08,11:16,Pengeluaran,Makan Siang,39000,Makan rutin
2023-10-08,20:51,Pengeluaran,Makan Malam,38000,Makan rutin
2023-10-09,7:47,Pengeluaran,Makan Pagi,35000,Makan rutin
2023-10-09,10:52,Pengeluaran,Bensin,99000,Pengisian bensin mingguan
2023-10-09,11:04,Pengeluaran,Makan Siang,36000,Makan rutin
2023-10-09,18:45,Pengeluaran,Makan Malam,39000,Makan rutin
2023-10-10,8:56,Pengeluaran,Makan Pagi,41000,Makan rutin
2023-10-10,13:31,Pengeluaran,Makan Siang,41000,Makan rutin
2023-10-10,20:43,Pengeluaran,Makan Malam,36000,Makan rutin
2023-10-11,6:07,Pengeluaran,Makan Pagi,38000,Makan rutin
2023-10-11,12:29,Pengeluaran,Makan Siang,43000,Makan rutin
2023-10-11,19:25,Pengeluaran,Makan Malam,37000,Makan rutin
2023-10-12,6:04,Pengeluaran,Makan Pagi,36000,Makan rutin
2023-10-12,13:40,Pengeluaran,Makan Siang,42000,Makan rutin
2023-10-12,20:05,Pengeluaran,Makan Malam,38000,Makan rutin
2023-10-13,6:35,Pengeluaran,Makan Pagi,43000,Makan rutin
2023-10-13,12:07,Pengeluaran,Makan Siang,44000,Makan rutin
2023-10-13,19:20,Pengeluaran,Makan Malam,35000,Makan rutin
2023-10-14,7:55,Pengeluaran,Makan Pagi,44000,Makan rutin
2023-10-14,11:45,Pengeluaran,Makan Siang,35000,Makan rutin
2023-10-14,20:35,Pengeluaran,Makan Malam,40000,Makan rutin
2023-10-15,8:08,Pengeluaran,Makan Pagi,38000,Makan rutin
2023-10-15,13:23,Pengeluaran,Makan Siang,44000,Makan rutin
2023-10-15,18:33,Pengeluaran,Makan Malam,35000,Makan rutin
2023-10-16,7:30,Pengeluaran,Makan Pagi,43000,Makan rutin
2023-10-16,8:20,Pengeluaran,Transportasi Umum,36000,Transportasi alternatif
2023-10-16,10:38,Pengeluaran,Bensin,96000,Pengisian bensin mingguan
2023-10-16,12:35,Pengeluaran,Makan Siang,44000,Makan rutin
2023-10-16,20:36,Pengeluaran,Makan Malam,44000,Makan rutin
2023-10-17,6:13,Pengeluaran,Makan Pagi,38000,Makan rutin
2023-10-17,12:20,Pengeluaran,Makan Siang,42000,Makan rutin
2023-10-17,18:49,Pengeluaran,Makan Malam,43000,Makan rutin
2023-10-18,8:29,Pengeluaran,Makan Pagi,38000,Makan rutin
2023-10-18,13:18,Pengeluaran,Makan Siang,39000,Makan rutin
2023-10-18,18:20,Pengeluaran,Makan Malam,43000,Makan rutin
2023-10-19,6:50,Pengeluaran,Makan Pagi,37000,Makan rutin
2023-10-19,12:49,Pengeluaran,Makan Siang,39000,Makan rutin
2023-10-19,19:23,Pengeluaran,Makan Malam,36000,Makan rutin
2023-10-20,8:18,Pengeluaran,Makan Pagi,37000,Makan rutin
2023-10-20,13:20,Pengeluaran,Makan Siang,40000,Makan rutin
2023-10-20,19:09,Pengeluaran,Makan Malam,38000,Makan rutin
2023-10-21,7:58,Pengeluaran,Makan Pagi,41000,Makan rutin
2023-10-21,12:48,Pengeluaran,Makan Siang,35000,Makan rutin
2023-10-21,13:35,Pengeluaran,Rekreasi,455000,Jalan-jalan weekend
2023-10-21,18:17,Pengeluaran,Makan Malam,39000,Makan rutin
2023-10-22,8:52,Pengeluaran,Makan Pagi,38000,Makan rutin
2023-10-22,12:21,Pengeluaran,Makan Siang,38000,Makan rutin
2023-10-22,20:14,Pengeluaran,Makan Malam,42000,Makan rutin
2023-10-23,6:21,Pengeluaran,Makan Pagi,38000,Makan rutin
2023-10-23,10:13,Pengeluaran,Bensin,99000,Pengisian bensin mingguan
2023-10-23,11:26,Pengeluaran,Makan Siang,44000,Makan rutin
2023-10-23,20:31,Pengeluaran,Makan Malam,36000,Makan rutin
2023-10-24,8:27,Pengeluaran,Makan Pagi,39000,Makan rutin
2023-10-24,11:45,Pengeluaran,Makan Siang,42000,Makan rutin
2023-10-24,19:19,Pengeluaran,Makan Malam,44000,Makan rutin
2023-10-25,7:00,Pengeluaran,Makan Pagi,44000,Makan rutin
2023-10-25,11:04,Pengeluaran,Makan Siang,43000,Makan rutin
2023-10-25,18:23,Pengeluaran,Makan Malam,44000,Makan rutin
2023-10-26,6:56,Pengeluaran,Makan Pagi,43000,Makan rutin
2023-10-26,13:21,Pengeluaran,Makan Siang,42000,Makan rutin
2023-10-26,19:01,Pengeluaran,Makan Malam,42000,Makan rutin
2023-10-27,8:23,Pengeluaran,Makan Pagi,44000,Makan rutin
2023-10-27,12:26,Pengeluaran,Makan Siang,37000,Makan rutin
2023-10-27,18:06,Pengeluaran,Makan Malam,44000,Makan rutin
2023-10-28,7:33,Pengeluaran,Makan Pagi,38000,Makan rutin
2023-10-28,9:27,Pengeluaran,Transportasi Umum,35000,Transportasi alternatif
2023-10-28,12:56,Pengeluaran,Makan Siang,35000,Makan rutin
2023-10-28,18:26,Pengeluaran,Makan Malam,35000,Makan rutin
2023-10-29,8:57,Pengeluaran,Makan Pagi,39000,Makan rutin
2023-10-29,11:30,Pengeluaran,Makan Siang,44000,Makan rutin
2023-10-29,18:01,Pengeluaran,Makan Malam,35000,Makan rutin
2023-10-30,6:23,Pengeluaran,Makan Pagi,38000,Makan rutin
2023-10-30,9:03,Pengeluaran,Transportasi Umum,47000,Transportasi alternatif
2023-10-30,11:11,Pengeluaran,Makan Siang,36000,Makan rutin
2023-10-30,11:37,Pengeluaran,Bensin,94000,Pengisian bensin mingguan
2023-10-30,18:10,Pengeluaran,Makan Malam,38000,Makan rutin
2023-10-31,6:14,Pengeluaran,Makan Pagi,43000,Makan rutin
2023-10-31,11:46,Pengeluaran,Makan Siang,44000,Makan rutin
2023-10-31,19:37,Pengeluaran,Makan Malam,39000,Makan rutin
2023-11-01,8:32,Pengeluaran,Makan Pagi,16000,Makan rutin
2023-11-01,10:21,Pemasukan,Gaji,4000000,Gaji bulanan
2023-11-01,12:02,Pengeluaran,Makan Siang,25000,Makan rutin
2023-11-01,18:16,Pengeluaran,Belanja Bulanan,315000,Belanja kebutuhan bulanan
2023-11-01,20:16,Pengeluaran,Makan Malam,16000,Makan rutin
2023-11-02,7:14,Pengeluaran,Makan Pagi,29000,Makan rutin
2023-11-02,12:35,Pengeluaran,Makan Siang,15000,Makan rutin
2023-11-02,18:12,Pengeluaran,Makan Malam,15000,Makan rutin
2023-11-03,7:15,Pengeluaran,Makan Pagi,24000,Makan rutin
2023-11-03,11:58,Pengeluaran,Makan Siang,20000,Makan rutin
2023-11-03,18:58,Pengeluaran,Makan Malam,28000,Makan rutin
2023-11-04,6:12,Pengeluaran,Makan Pagi,18000,Makan rutin
2023-11-04,13:53,Pengeluaran,Makan Siang,18000,Makan rutin
2023-11-04,20:04,Pengeluaran,Makan Malam,15000,Makan rutin
2023-11-05,7:47,Pengeluaran,Makan Pagi,24000,Makan rutin
2023-11-05,12:27,Pengeluaran,Makan Siang,17000,Makan rutin
2023-11-05,12:37,Pengeluaran,Listrik Kos,158000,Tagihan listrik kos
2023-11-05,18:52,Pengeluaran,Makan Malam,18000,Makan rutin
2023-11-06,7:46,Pengeluaran,Makan Pagi,20000,Makan rutin
2023-11-06,11:04,Pengeluaran,Bensin,50000,Pengisian bensin mingguan
2023-11-06,13:20,Pengeluaran,Makan Siang,17000,Makan rutin
2023-11-06,19:02,Pengeluaran,Makan Malam,16000,Makan rutin
2023-11-07,8:16,Pengeluaran,Makan Pagi,22000,Makan rutin
2023-11-07,11:19,Pengeluaran,Makan Siang,27000,Makan rutin
2023-11-07,18:30,Pengeluaran,Makan Malam,26000,Makan rutin
2023-11-08,8:19,Pengeluaran,Makan Pagi,29000,Makan rutin
2023-11-08,11:44,Pengeluaran,Makan Siang,25000,Makan rutin
2023-11-08,20:23,Pengeluaran,Makan Malam,20000,Makan rutin
2023-11-09,7:42,Pengeluaran,Makan Pagi,26000,Makan rutin
2023-11-09,11:28,Pengeluaran,Makan Siang,23000,Makan rutin
2023-11-09,18:44,Pengeluaran,Makan Malam,21000,Makan rutin
2023-11-10,8:01,Pengeluaran,Makan Pagi,17000,Makan rutin
2023-11-10,12:38,Pengeluaran,Makan Siang,29000,Makan rutin
2023-11-10,20:39,Pengeluaran,Makan Malam,18000,Makan rutin
2023-11-11,6:16,Pengeluaran,Makan Pagi,24000,Makan rutin
2023-11-11,13:41,Pengeluaran,Makan Siang,24000,Makan rutin
2023-11-11,20:05,Pengeluaran,Makan Malam,19000,Makan rutin
2023-11-12,8:14,Pengeluaran,Transportasi Umum,17000,Transportasi alternatif
2023-11-12,8:55,Pengeluaran,Makan Pagi,29000,Makan rutin
2023-11-12,13:43,Pengeluaran,Makan Siang,19000,Makan rutin
2023-11-12,19:53,Pengeluaran,Makan Malam,24000,Makan rutin
2023-11-13,7:41,Pengeluaran,Makan Pagi,26000,Makan rutin
2023-11-13,9:38,Pengeluaran,Bensin,50000,Pengisian bensin mingguan
2023-11-13,11:01,Pengeluaran,Makan Siang,21000,Makan rutin
2023-11-13,20:17,Pengeluaran,Makan Malam,29000,Makan rutin
2023-11-14,6:47,Pengeluaran,Makan Pagi,19000,Makan rutin
2023-11-14,12:14,Pengeluaran,Makan Siang,15000,Makan rutin
2023-11-14,18:16,Pengeluaran,Makan Malam,18000,Makan rutin
2023-11-15,7:28,Pengeluaran,Makan Pagi,21000,Makan rutin
2023-11-15,12:10,Pengeluaran,Makan Siang,24000,Makan rutin
2023-11-15,18:38,Pengeluaran,Makan Malam,18000,Makan rutin
2023-11-16,7:23,Pengeluaran,Makan Pagi,18000,Makan rutin
2023-11-16,13:52,Pengeluaran,Makan Siang,21000,Makan rutin
2023-11-16,20:59,Pengeluaran,Makan Malam,29000,Makan rutin
2023-11-17,8:12,Pengeluaran,Makan Pagi,25000,Makan rutin
2023-11-17,12:03,Pengeluaran,Makan Siang,15000,Makan rutin
2023-11-17,19:25,Pengeluaran,Makan Malam,19000,Makan rutin
2023-11-18,8:59,Pengeluaran,Makan Pagi,22000,Makan rutin
2023-11-18,9:24,Pengeluaran,Transportasi Umum,29000,Transportasi alternatif
2023-11-18,12:53,Pengeluaran,Makan Siang,17000,Makan rutin
2023-11-18,20:36,Pengeluaran,Makan Malam,20000,Makan rutin
2023-11-19,7:07,Pengeluaran,Makan Pagi,28000,Makan rutin
2023-11-19,12:40,Pengeluaran,Makan Siang,26000,Makan rutin
2023-11-19,20:47,Pengeluaran,Makan Malam,19000,Makan rutin
2023-11-20,6:42,Pengeluaran,Makan Pagi,15000,Makan rutin
2023-11-20,8:12,Pengeluaran,Transportasi Umum,24000,Transportasi alternatif
2023-11-20,11:58,Pengeluaran,Bensin,61000,Pengisian bensin mingguan
2023-11-20,13:36,Pengeluaran,Makan Siang,29000,Makan rutin
2023-11-20,20:09,Pengeluaran,Makan Malam,20000,Makan rutin
2023-11-21,7:29,Pengeluaran,Makan Pagi,18000,Makan rutin
2023-11-21,13:44,Pengeluaran,Makan Siang,27000,Makan rutin
2023-11-21,20:22,Pengeluaran,Makan Malam,22000,Makan rutin
2023-11-22,8:23,Pengeluaran,Makan Pagi,16000,Makan rutin
2023-11-22,9:41,Pengeluaran,Transportasi Umum,10000,Transportasi alternatif
2023-11-22,12:37,Pengeluaran,Makan Siang,25000,Makan rutin
2023-11-22,20:24,Pengeluaran,Makan Malam,29000,Makan rutin
2023-11-23,7:48,Pengeluaran,Makan Pagi,29000,Makan rutin
2023-11-23,11:15,Pengeluaran,Makan Siang,22000,Makan rutin
2023-11-23,18:15,Pengeluaran,Makan Malam,19000,Makan rutin
2023-11-24,8:33,Pengeluaran,Makan Pagi,27000,Makan rutin
2023-11-24,11:57,Pengeluaran,Makan Siang,26000,Makan rutin
2023-11-24,19:33,Pengeluaran,Makan Malam,18000,Makan rutin
