Year,Total Waste (Tons),Economic Loss (Million $),Avg Waste per Capita (Kg),Population (Million),Household Waste (%),cluster,Country,Food Category
2019.9999999999998,4278.42,4869.17,40.45,122.79,69.42,0,China,Beverages
2022.0,779.44,887.93,75.86,527.12,69.74,0,South Korea,Prepared Food
2022.0,35558.23,40005.64,102.15000000000002,629.49,36.12,2,Italy,Grains & Cereals
2022.0,18047.51,19246.75,25.15,1241.65,40.88,0,France,Bakery Items
2021.0,32676.12,26927.51,128.86,1204.96,32.63,2,Indonesia,Beverages
2024.0,31800.86,26061.76,187.07000000000002,167.89,61.25,2,Japan,Prepared Food
2019.0,7314.079999999999,6494.05,165.19,1314.34,41.29,0,Japan,Prepared Food
2022.0,26894.670000000002,27476.66,111.71,1164.74,53.72,2,China,Bakery Items
2024.0,28859.11,24785.6,101.06000000000002,1001.72,47.8,2,South Africa,Fruits & Vegetables
2018.0,30611.580000000005,27579.49,61.38,105.48000000000002,39.97,1,South Africa,Fruits & Vegetables
2019.0,34348.18,34042.67,176.92,661.67,57.18,1,Brazil,Fruits & Vegetables
2022.0,4785.15,4529.71,78.19,1007.6499999999999,44.040000000000006,0,Italy,Bakery Items
2024.0,15316.49,13959.37,33.17,544.98,46.42,0,Russia,Meat & Seafood
2022.0,4027.06,4161.64,39.1,1103.69,53.65,0,Germany,Fruits & Vegetables
2021.0,46712.35,52263.46,63.88,371.69000000000005,40.69,2,Indonesia,Beverages
2021.0,43750.97,44631.77,88.69,1050.59,66.59,2,France,Meat & Seafood
2019.9999999999998,20766.62,23062.53,112.41,648.6,30.349999999999998,0,India,Dairy Products
2019.9999999999998,36348.88,36244.23,132.11,818.44,35.86,1,Argentina,Meat & Seafood
2019.0,22786.26,24962.86,108.32,892.4699999999999,55.47,1,Italy,Bakery Items
2018.0,8233.73,6787.46,176.76,570.09,66.52,0,USA,Grains & Cereals
2024.0,29599.16,24192.02,93.89,625.33,52.19,2,USA,Fruits & Vegetables
2022.0,45255.38,52762.12,112.77,1315.81,67.33,2,Mexico,Dairy Products
2024.0,47679.81,47791.63,23.650000000000002,1334.72,43.03,2,UK,Beverages
2022.0,34983.66,37743.95,96.33000000000001,612.0,33.22,2,Turkey,Grains & Cereals
2022.9999999999998,25448.39,22962.63,182.05,1084.4,45.56,2,France,Meat & Seafood
2021.0,23915.05,23637.28,159.11,1363.38,49.63999999999999,0,Canada,Dairy Products
2019.9999999999998,39357.91,45100.55,129.41,137.72,62.78999999999999,1,Italy,Meat & Seafood
2019.9999999999998,24796.300000000003,23564.7,171.51,1047.09,30.2,1,Spain,Grains & Cereals
2019.9999999999998,39254.69,46983.85,115.32999999999998,488.38,42.94,1,Mexico,Frozen Food
2022.0,38141.73,37376.6,80.64000000000001,1046.48,60.190000000000005,2,Argentina,Dairy Products
2018.0,28752.18,24424.46,138.27,521.54,66.35,1,Brazil,Grains & Cereals
2019.0,12616.350000000002,12982.56,139.89,1218.15,46.52,0,South Korea,Bakery Items
2024.0,46686.12,49178.7,37.56,293.07,69.09,2,USA,Beverages
2022.9999999999998,33660.2,27989.89,71.87,391.26,63.09,2,India,Grains & Cereals
2019.9999999999998,29908.73,26294.26,110.77000000000001,185.42,65.7,1,Russia,Beverages
2018.0,34413.16,32543.859999999997,182.52,1378.71,57.74,1,Mexico,Meat & Seafood
2019.0,8680.91,10404.01,84.66,908.21,53.0,0,Russia,Beverages
2022.9999999999998,48007.8,50204.47,52.33,228.9,43.0,2,China,Prepared Food
2018.0,3563.36,3019.3,174.2,330.96,33.21,0,Brazil,Frozen Food
2018.0,10118.17,9315.86,147.67,1218.28,69.27,0,South Korea,Prepared Food
2018.0,30969.610000000004,26871.86,182.41,309.19,33.85,1,Turkey,Grains & Cereals
2019.0,11245.19,12817.32,190.23999999999998,212.29,30.93,0,Mexico,Beverages
2021.0,21773.82,22089.4,160.01,1007.3999999999999,40.36,0,Germany,Dairy Products
2019.9999999999998,2984.94,3563.83,50.14,222.68,57.480000000000004,0,Spain,Fruits & Vegetables
2022.9999999999998,23393.81,22134.34,121.65,366.94,60.17,2,Japan,Beverages
2019.9999999999998,21768.21,24559.58,119.84,1149.95,52.42,1,China,Fruits & Vegetables
2019.0,14115.03,12633.9,76.40000000000002,1020.0700000000002,62.75,0,USA,Fruits & Vegetables
2024.0,39720.21,32793.5,80.34000000000002,70.16,57.589999999999996,2,Indonesia,Bakery Items
2022.9999999999998,10079.68,11226.08,24.38,347.24,62.2,0,Brazil,Fruits & Vegetables
2024.0,26770.800000000003,31303.22,142.51,1320.6,62.78,2,Spain,Prepared Food
2024.0,18679.54,17280.66,33.13,864.28,64.96,0,Canada,Dairy Products
2021.0,44898.24,41345.89,193.89000000000001,639.83,56.31,2,China,Dairy Products
2019.0,44904.54,50060.19,121.06,190.31,31.5,1,Indonesia,Beverages
2022.9999999999998,13719.209999999997,13662.63,192.54,843.3,54.05,0,South Africa,Frozen Food
2019.9999999999998,22429.52,24304.86,130.67,1282.04,40.55,1,South Korea,Prepared Food
2022.9999999999998,36196.43,35330.42,165.71,1102.16,46.46000000000001,2,Russia,Prepared Food
2024.0,10186.86,9369.44,89.42,848.93,54.29,0,Turkey,Dairy Products
2022.9999999999998,42665.31,36254.52,153.62,1173.1,45.1,2,Italy,Meat & Seafood
2024.0,8173.54,9680.5,115.17,1173.09,30.69,0,Italy,Grains & Cereals
2018.0,1922.19,1992.6399999999999,148.91,1176.35,41.55,0,USA,Fruits & Vegetables
2018.0,32162.93,36128.03,156.94,112.58,63.84,1,Germany,Fruits & Vegetables
2019.9999999999998,934.26,910.22,119.18000000000002,1364.54,62.13,0,Argentina,Grains & Cereals
2021.0,27162.590000000004,28086.44,38.67,348.6,37.48,2,Spain,Meat & Seafood
2024.0,49613.22,46843.72,26.81,1153.46,64.52,2,Spain,Frozen Food
2018.0,26859.4,29195.08,25.049999999999997,359.62000000000006,67.85,1,Indonesia,Bakery Items
2021.0,22320.32,20365.11,55.19,1067.05,52.08,0,South Korea,Frozen Food
2019.0,43418.37,41361.56,31.03,932.7,38.98,1,South Africa,Beverages
2019.9999999999998,45780.62,37679.38,187.29000000000002,699.3300000000002,59.32,1,China,Dairy Products
2021.0,9734.18,8780.23,108.76,58.47,37.92,0,Mexico,Grains & Cereals
2018.0,43243.64,49943.72,75.39,363.02,30.57,1,UK,Bakery Items
2024.0,44565.93,47755.8,72.83000000000001,1054.08,36.24,2,Spain,Frozen Food
2021.0,25913.16,23194.87,38.13,334.68,61.31,0,France,Fruits & Vegetables
2019.9999999999998,2481.46,2685.54,111.61,942.5799999999999,46.949999999999996,0,India,Grains & Cereals
2019.0,42435.87,40886.9,78.01,720.74,54.51,1,Canada,Meat & Seafood
2022.0,25569.499999999996,25134.78,169.4,548.21,41.9,2,India,Meat & Seafood
2019.9999999999998,7255.6,6461.96,199.92,1073.03,57.480000000000004,0,Mexico,Prepared Food
2022.9999999999998,32493.37,35980.75,160.15,622.32,36.15,2,Indonesia,Beverages
2018.0,27104.73,31850.550000000003,75.19,477.32,65.96,1,Saudi Arabia,Meat & Seafood
2022.0,30807.18,32697.62,40.46,162.26,42.31,2,South Africa,Prepared Food
2022.0,21556.95,17602.2,113.88,1306.53,58.27,0,Australia,Meat & Seafood
2021.0,8916.92,9679.04,80.47000000000001,245.57,42.76,0,Australia,Meat & Seafood
2019.9999999999998,6310.27,5512.32,172.04,552.69,35.53,0,South Africa,Frozen Food
2019.0,28520.180000000004,33025.24,42.42,224.65,62.83,1,Argentina,Fruits & Vegetables
2022.9999999999998,17989.88,17023.51,180.20000000000002,15.550000000000002,47.83,0,UK,Frozen Food
2024.0,25202.250000000004,29278.35,176.6,667.61,65.37,2,Australia,Prepared Food
2019.9999999999998,29670.36,33305.83,99.91000000000001,185.7,66.13,1,Spain,Beverages
2022.9999999999998,7147.31,5759.76,194.18,879.3899999999999,63.85,0,UK,Bakery Items
2019.0,34055.32,38608.82,179.23,370.54,58.10000000000001,1,Brazil,Beverages
2019.0,7185.990000000001,7264.93,76.95,263.38,53.93,0,Russia,Grains & Cereals
2018.0,48859.36,56724.15,187.13999999999996,1136.76,40.39,1,Russia,Frozen Food
2022.9999999999998,35346.01,35164.24,90.3,1377.34,38.37,2,UK,Dairy Products
2018.0,10007.19,9219.12,160.53,649.42,60.900000000000006,0,France,Dairy Products
2021.0,29697.38,30150.49,82.29000000000002,501.9700000000001,67.3,1,Spain,Beverages
2022.0,6200.239999999999,5526.87,136.68,143.32,41.36,0,Mexico,Prepared Food
2022.0,16504.06,19657.42,94.68,399.1000000000001,48.13,0,Saudi Arabia,Fruits & Vegetables
2021.0,2843.54,2454.58,146.99,320.19,70.0,0,Argentina,Dairy Products
2019.9999999999998,48691.65,57588.73,185.46,882.71,67.93,1,Spain,Frozen Food
2019.9999999999998,33631.63,36002.75,113.46,120.13,69.01,1,Italy,Meat & Seafood
2024.0,46185.83,39504.32,107.27,354.55000000000007,41.43,2,Brazil,Beverages
2018.0,21066.64,24307.74,96.16000000000001,529.36,51.53,1,Turkey,Frozen Food
2021.0,2674.74,2299.71,187.96,203.4,68.36,0,Canada,Grains & Cereals
2019.0,27982.0,32084.970000000005,178.54,1146.48,65.81,1,France,Grains & Cereals
2021.0,33623.86,33512.38,174.02,1153.75,66.49,2,South Korea,Dairy Products
2021.0,24941.91,20249.38,158.91,933.58,53.39,0,Germany,Dairy Products
2021.0,12405.33,13142.13,59.39999999999999,1239.9,42.12,0,Australia,Beverages
2019.0,45237.82,49190.19,33.78,226.82,45.35000000000001,1,Turkey,Dairy Products
2022.9999999999998,20826.12,20816.3,136.16,989.19,31.86,0,Argentina,Beverages
2021.0,8944.2,9404.59,48.78,372.45000000000005,36.02,0,Brazil,Frozen Food
2019.0,32296.299999999996,37517.45,56.59000000000001,943.81,30.58,1,Germany,Grains & Cereals
2018.0,48063.97,39293.84,86.51000000000002,1376.28,49.59000000000001,1,France,Beverages
2021.0,33109.8,32144.580000000005,58.239999999999995,861.14,66.56,1,Germany,Dairy Products
2018.0,6120.34,5373.61,83.65,134.84,41.75000000000001,0,Canada,Beverages
2022.9999999999998,35731.26,35463.59,57.22,1027.36,69.06,2,Indonesia,Dairy Products
2019.0,23127.16,21575.07,29.74,670.3,50.02,1,South Africa,Grains & Cereals
2019.0,7977.199999999999,9115.08,29.66,920.91,40.43,0,Russia,Grains & Cereals
2024.0,27479.16,26256.31,114.44,1205.01,31.89,2,China,Frozen Food
2022.9999999999998,8866.77,9231.98,29.46,138.08,61.23,0,France,Prepared Food
2024.0,18881.04,15728.72,192.86,716.36,57.52,0,Russia,Dairy Products
2021.0,10519.7,11552.04,86.94,1290.41,40.94,0,Brazil,Grains & Cereals
2022.0,31479.34,31546.700000000004,150.02,1004.63,68.21,2,Russia,Prepared Food
2024.0,24173.46,26831.34,149.3,1128.76,45.82,2,Germany,Bakery Items
2019.9999999999998,40293.17,33000.05,157.18,92.35,52.47,1,Spain,Meat & Seafood
2019.0,36788.4,31170.629999999997,173.62,1071.79,40.129999999999995,1,Russia,Prepared Food
2019.9999999999998,31399.460000000003,29429.68,184.81,1186.48,36.39,1,Indonesia,Fruits & Vegetables
2024.0,12250.67,14096.2,167.43,278.51,32.25,0,Saudi Arabia,Dairy Products
2019.9999999999998,47406.66,53491.73,71.6,1360.3,56.77,1,India,Prepared Food
2021.0,10710.2,10415.56,94.92,1374.43,59.31,0,Spain,Prepared Food
2021.0,34105.56,30801.600000000002,119.78,659.98,34.53,2,Mexico,Grains & Cereals
2022.0,24035.89,24015.47,63.72999999999999,272.6,52.70000000000001,0,France,Meat & Seafood
2022.9999999999998,10507.84,12067.43,24.39,348.6,41.0,0,Brazil,Prepared Food
2024.0,35501.26,37451.09,113.41,839.1,36.13,2,Mexico,Dairy Products
2022.9999999999998,31682.22,34419.23,125.04,515.79,67.23,2,India,Meat & Seafood
2019.0,18780.16,17208.3,174.68,708.1699999999998,42.37,1,Germany,Prepared Food
2024.0,28795.12,30722.18,28.340000000000003,1105.68,47.06000000000001,2,Mexico,Meat & Seafood
2018.0,6350.33,7015.94,36.53,34.00999999999999,32.75,0,Italy,Grains & Cereals
2019.9999999999998,49280.34,44077.42,70.19000000000001,250.81,66.24,1,South Korea,Beverages
2019.0,16912.95,16797.06,184.47,285.97,44.239999999999995,0,India,Beverages
2022.9999999999998,49544.469999999994,53191.19,22.539999999999996,791.14,64.93,2,France,Frozen Food
2024.0,6164.64,6301.18,141.44,1346.58,54.48,0,South Korea,Bakery Items
2022.9999999999998,17583.7,14602.34,83.05000000000001,685.5,44.63,0,Japan,Prepared Food
2024.0,39583.18,43098.3,112.77,991.16,63.82,2,South Korea,Dairy Products
2024.0,19152.45,15679.600000000002,136.23,179.83,47.56,0,USA,Meat & Seafood
2019.9999999999998,24305.31,24948.0,122.76,131.83,41.26,1,South Africa,Bakery Items
2022.9999999999998,43549.61,39176.19,122.33,1110.61,38.38,2,Japan,Bakery Items
2021.0,18752.86,18157.59,34.37,687.19,34.82,0,USA,Bakery Items
2022.0,39056.71,46470.62,94.79,1292.74,65.38,2,Russia,Dairy Products
2019.0,13212.919999999998,14761.67,84.85000000000001,1127.62,36.09,0,Argentina,Grains & Cereals
2022.0,12214.35,12612.64,69.67000000000002,393.64,35.74,0,Indonesia,Grains & Cereals
2024.0,19377.14,21240.56,42.61,624.77,33.3,2,France,Meat & Seafood
2024.0,28618.26,32690.249999999996,167.11,956.9299999999998,59.78,2,Argentina,Frozen Food
2021.0,24849.689999999995,27043.72,132.5,882.12,31.9,2,Mexico,Prepared Food
2019.0,37869.32,35912.22,110.44,345.33,30.040000000000003,1,France,Grains & Cereals
2018.0,16509.39,17572.51,24.009999999999998,893.3299999999999,62.24,1,UK,Prepared Food
2018.0,31983.92,26673.23,189.89999999999998,951.51,56.81000000000001,1,Australia,Dairy Products
2019.9999999999998,41944.46,44101.79,197.72,1039.46,64.12,1,Mexico,Grains & Cereals
2018.0,27317.899999999998,27416.93,97.26,168.05,69.5,1,India,Bakery Items
2021.0,16272.92,13871.08,68.44000000000001,834.8,47.68,0,France,Fruits & Vegetables
2019.0,18165.75,20967.0,117.95,720.2200000000001,47.99,1,Spain,Prepared Food
2018.0,49651.71,45493.82,128.16,539.93,57.2,1,China,Dairy Products
2021.0,25968.3,28645.91,122.02999999999999,954.54,33.04,2,South Africa,Prepared Food
2022.0,4975.04,4138.17,69.22,234.26999999999998,30.36,0,Spain,Bakery Items
2022.9999999999998,16276.69,16703.51,183.68,1011.6799999999998,55.11,0,UK,Bakery Items
2019.9999999999998,39838.37,40364.98,123.76,1347.18,37.25,1,India,Beverages
2024.0,16319.38,16600.71,155.21,123.64,69.59,0,India,Prepared Food
2024.0,13490.819999999998,10997.21,48.18,45.98,42.32,0,India,Bakery Items
2018.0,11960.04,13749.13,109.81,877.79,36.53,0,Russia,Beverages
2024.0,9885.28,10090.0,193.59,155.89,34.05,0,China,Dairy Products
2019.0,8716.0,9644.63,72.92,179.8,65.89,0,Turkey,Bakery Items
2019.9999999999998,22751.56,25813.94,111.67,510.56,42.3,1,Italy,Grains & Cereals
2022.0,37858.74,34972.42,78.05,486.42,64.67,2,South Africa,Grains & Cereals
2022.0,29974.31,32496.03,65.29,1100.63,60.6,2,Turkey,Grains & Cereals
2022.9999999999998,20302.19,20223.89,185.02000000000004,232.09,40.56,0,South Africa,Grains & Cereals
2022.0,49337.57,42934.92,103.54000000000002,482.6499999999999,32.02,2,UK,Frozen Food
2022.9999999999998,47373.36,55692.26,129.24,1101.3,45.11,2,Italy,Bakery Items
2019.0,41505.08,33845.07,112.04,280.11,67.47,1,USA,Bakery Items
2018.0,45114.16,44709.61,188.61999999999998,319.85,63.53,1,South Africa,Beverages
2022.0,3762.04,3618.29,27.4,996.2,39.89,0,Turkey,Beverages
2021.0,5891.72,4807.38,190.78,290.39,31.739999999999995,0,UK,Dairy Products
2018.0,35181.49,38177.3,179.61,1179.74,50.88000000000001,1,Argentina,Frozen Food
2022.9999999999998,21340.53,18787.62,120.91,1203.98,44.27,0,Germany,Beverages
2019.0,34377.17,29072.21,140.08,984.11,58.6,1,USA,Frozen Food
2019.0,11916.64,13349.45,62.28000000000001,928.9600000000002,43.96,0,South Africa,Grains & Cereals
2024.0,6094.39,6039.23,81.14000000000001,1340.57,31.16,0,South Korea,Meat & Seafood
2021.0,45815.53,37369.25,120.55,836.54,61.31,2,Italy,Fruits & Vegetables
2024.0,35196.99,41710.61,40.34,1186.18,56.370000000000005,2,South Korea,Prepared Food
2019.0,15082.949999999999,15797.779999999999,101.96,1211.83,49.23,0,Indonesia,Fruits & Vegetables
2022.0,21473.25,19444.45,80.00000000000001,1222.16,53.73,0,France,Meat & Seafood
2022.9999999999998,32504.2,30432.43,67.40000000000002,1350.33,33.03,2,Germany,Fruits & Vegetables
2022.9999999999998,12727.7,11221.47,130.86,459.11,55.8,0,China,Bakery Items
2022.9999999999998,26305.75,30688.139999999996,128.15,1090.64,51.16,2,USA,Bakery Items
2018.0,20388.48,17369.44,195.84999999999997,904.06,61.03,1,China,Grains & Cereals
2021.0,28904.71,30930.87,107.79,760.3700000000001,65.85,1,India,Beverages
2021.0,40315.11,36359.56,142.45,784.4,47.67,2,South Korea,Dairy Products
2022.9999999999998,28762.810000000005,23387.04,76.73,769.09,37.91,2,USA,Meat & Seafood
2021.0,15460.27,13647.73,140.85,206.21000000000004,32.25,0,Indonesia,Fruits & Vegetables
2022.0,14489.65,13756.34,141.69,282.11,39.79,0,Brazil,Dairy Products
2024.0,39062.57,37034.2,50.69,263.79,62.12,2,Mexico,Prepared Food
2018.0,5427.23,4559.83,93.69,191.13000000000002,59.13,0,USA,Frozen Food
2022.9999999999998,16197.319999999998,17595.57,117.11000000000001,506.78999999999996,58.51,0,USA,Beverages
2019.0,17168.32,16327.879999999997,192.34,1355.95,54.98,1,South Korea,Prepared Food
2022.0,37844.67,39814.87,130.72,20.03,30.329999999999995,2,Russia,Prepared Food
2024.0,39141.04,46408.66,102.53,1300.6,62.69,2,Saudi Arabia,Dairy Products
2018.0,21876.97,22063.37,191.86,899.78,41.90999999999999,1,France,Prepared Food
2018.0,14020.050000000001,16743.69,135.14,1250.73,37.05,1,Canada,Frozen Food
2022.9999999999998,25835.42,24080.3,166.84,74.73,56.25,2,Brazil,Prepared Food
2022.9999999999998,40308.13,39763.46,129.72,1150.25,48.03,2,USA,Beverages
2022.9999999999998,17363.94,20058.8,104.17,1356.41,50.52,0,France,Meat & Seafood
2021.0,40699.85,42273.3,161.69,501.16999999999996,67.92,2,South Africa,Fruits & Vegetables
2018.0,27946.26,23796.9,160.12,1154.92,65.17,1,Turkey,Prepared Food
2019.9999999999998,18719.0,19006.64,43.65,326.61,32.93,0,France,Meat & Seafood
2019.0,30726.13,33026.33,185.18,938.83,67.15,1,India,Meat & Seafood
2018.0,40760.26,41849.72,177.83,154.79,36.44,1,USA,Prepared Food
2022.0,14117.53,12597.16,159.8,406.2699999999999,44.21999999999999,0,Brazil,Dairy Products
2024.0,12982.700000000003,13913.86,129.7,569.61,56.53,0,India,Frozen Food
2024.0,29507.410000000003,30625.79,89.02,601.24,55.77,2,Brazil,Prepared Food
2019.0,46860.24,47913.04,147.29,713.78,33.11,1,Argentina,Bakery Items
2024.0,1901.13,2239.79,42.76,453.7,51.22,0,USA,Grains & Cereals
2022.0,18067.07,16203.859999999999,185.11,281.01,34.06,0,Australia,Fruits & Vegetables
2022.9999999999998,10674.94,10306.22,89.03,78.38,54.07,0,UK,Beverages
2022.9999999999998,19242.9,19706.14,75.46,1021.61,67.03,0,Australia,Bakery Items
2019.9999999999998,40875.35,48277.06,62.370000000000005,334.85,38.73,1,South Africa,Dairy Products
2018.0,37736.87,33975.05,127.75,1241.3,53.56,1,China,Prepared Food
2019.9999999999998,25834.28,29660.46,88.18000000000002,323.58,39.74,1,Japan,Dairy Products
2022.9999999999998,29295.27,24527.98,90.55999999999999,1391.16,34.26,2,China,Fruits & Vegetables
2022.9999999999998,49990.76,42801.82,31.589999999999996,105.47,52.11,2,Spain,Fruits & Vegetables
2021.0,25921.619999999995,29082.33,34.54,1378.97,34.0,2,Brazil,Beverages
2024.0,28002.270000000004,22590.63,49.68,604.05,53.84,2,Italy,Grains & Cereals
2019.9999999999998,41774.54,47767.39,69.28,661.56,58.62,1,UK,Meat & Seafood
2018.0,7294.75,5873.03,152.25,80.1,42.75000000000001,0,France,Bakery Items
2019.0,42159.48,36466.89,158.67,633.67,60.18,1,USA,Meat & Seafood
2019.0,33836.15,33239.92,32.12,697.28,60.25,1,Brazil,Bakery Items
2019.9999999999998,10062.85,9142.6,127.61999999999999,256.67,46.14,0,France,Fruits & Vegetables
2024.0,3942.3899999999994,3890.6499999999996,149.88,61.35,31.28,0,Russia,Bakery Items
2024.0,41534.44,36355.89,61.84,1280.08,59.480000000000004,2,Turkey,Meat & Seafood
2024.0,40044.04,35715.51,111.74999999999999,130.39,40.56,2,Argentina,Fruits & Vegetables
2019.9999999999998,27026.05,24435.66,191.39999999999998,100.53000000000002,45.02,1,Indonesia,Frozen Food
2024.0,18885.14,19560.38,115.20000000000002,294.63,35.49,0,Turkey,Beverages
2022.0,15312.77,13090.17,28.72,992.86,49.72999999999999,0,Mexico,Prepared Food
2022.9999999999998,34012.71,31826.079999999998,71.36,542.32,36.16,2,China,Meat & Seafood
2024.0,42466.49,40712.08,62.88,671.81,54.53,2,Russia,Grains & Cereals
2022.0,12611.69,13049.41,137.25,638.69,42.76,0,USA,Dairy Products
2019.9999999999998,30582.77,29572.31,185.0,605.16,34.83,1,China,Bakery Items
2021.0,32118.15,31259.270000000004,148.47,854.6399999999999,54.71,2,France,Prepared Food
2018.0,37422.06,36503.07,183.55,1236.07,55.47,1,Argentina,Prepared Food
2019.9999999999998,8609.89,9939.09,155.97,1184.98,67.39,0,India,Fruits & Vegetables
2018.0,9303.75,9591.51,73.05,1284.66,59.67999999999999,0,Argentina,Grains & Cereals
2022.0,17391.9,16126.72,114.09,221.61,48.85,0,Canada,Bakery Items
2024.0,20928.26,24655.67,184.88,713.52,51.72999999999999,2,South Africa,Meat & Seafood
2024.0,39133.39,40211.56,89.79,263.09,60.78,2,Italy,Dairy Products
2018.0,24565.36,29283.24,70.98000000000002,391.57,64.49,1,Turkey,Meat & Seafood
2022.0,45691.23,42724.89,185.1,1376.12,41.50999999999999,2,Japan,Grains & Cereals
2022.9999999999998,2771.73,2709.71,137.36,806.3800000000001,44.61,0,UK,Prepared Food
2019.9999999999998,15465.35,18092.81,153.96,74.06,48.71,0,Argentina,Meat & Seafood
2022.9999999999998,49852.33,49951.05,46.82,346.57,51.41,2,Mexico,Prepared Food
2019.9999999999998,6578.829999999999,6321.95,71.85,190.85,46.0,0,Saudi Arabia,Bakery Items
2022.0,13364.720000000001,12820.98,91.64999999999999,719.34,45.88,0,Turkey,Beverages
2022.9999999999998,39004.75,34266.95,30.61,738.34,65.58,2,Turkey,Meat & Seafood
2018.0,23281.4,25265.3,166.94,27.03,32.77,1,South Africa,Prepared Food
2021.0,9175.67,8689.93,189.59000000000003,903.39,49.8,0,Mexico,Meat & Seafood
2019.0,16086.64,14182.44,198.09999999999997,469.81,30.58,0,Argentina,Beverages
2024.0,19152.44,18329.72,126.57,189.89000000000001,43.54,0,Germany,Bakery Items
2022.0,47998.97,42542.48,21.12,1259.95,58.23,2,South Africa,Meat & Seafood
2024.0,8691.04,9861.66,146.93,299.45,64.34,0,India,Prepared Food
2022.9999999999998,2259.01,2390.27,114.46999999999998,343.08,66.88,0,Germany,Bakery Items
2018.0,12851.64,14590.46,98.09,469.07,66.66,1,Italy,Grains & Cereals
2022.9999999999998,19505.47,19105.95,76.06000000000002,782.7,67.83,0,Canada,Dairy Products
2022.9999999999998,14903.6,14035.31,37.51,877.6899999999999,54.79,0,Argentina,Bakery Items
2022.9999999999998,13958.86,11903.19,157.1,564.27,69.31,0,Canada,Grains & Cereals
2022.0,11966.64,13301.59,115.83,915.5100000000001,31.98,0,UK,Bakery Items
2022.9999999999998,30862.800000000003,28061.49,22.5,605.39,61.67,2,France,Meat & Seafood
2018.0,45048.61,45687.34,23.679999999999996,340.97,60.96999999999999,1,Indonesia,Dairy Products
2022.9999999999998,33076.62,27055.64,32.99,1075.06,66.78,2,Japan,Grains & Cereals
2019.9999999999998,38591.62,31119.05,134.81,256.76,58.54999999999999,1,Indonesia,Prepared Food
2019.9999999999998,37097.27,31259.119999999995,85.57,1135.93,55.89,1,India,Meat & Seafood
2018.0,18565.85,16172.529999999999,45.13000000000001,335.33,44.72,1,South Africa,Grains & Cereals
2019.9999999999998,4854.43,5591.6,22.92,101.55999999999999,42.71,0,South Africa,Bakery Items
2024.0,12538.16,11004.04,74.71,250.62,45.949999999999996,0,South Korea,Meat & Seafood
2022.9999999999998,47916.19,56688.98,173.25,499.28,60.44,2,Indonesia,Meat & Seafood
2019.0,49897.41000000001,52983.4,118.17,1356.14,30.87,1,Saudi Arabia,Prepared Food
2022.9999999999998,49279.74,49982.07,166.35,852.67,65.08,2,Argentina,Frozen Food
2019.0,27104.629999999997,27798.72,164.98,326.08,36.2,1,Japan,Dairy Products
2022.0,34535.45,40893.1,118.14,935.5500000000001,62.38999999999999,2,Japan,Fruits & Vegetables
2019.0,3821.97,3440.76,192.16,512.62,53.6,0,Brazil,Beverages
2021.0,12506.129999999997,10524.25,111.28000000000002,209.63000000000002,69.31,0,Turkey,Grains & Cereals
2022.9999999999998,1221.62,984.57,96.88,547.78,36.53,0,Russia,Fruits & Vegetables
2024.0,29489.019999999997,30542.089999999997,138.28,382.43,63.8,2,Germany,Prepared Food
2019.9999999999998,5438.27,5256.73,172.27,851.51,68.63,0,Russia,Dairy Products
2018.0,7741.560000000001,6879.98,36.45,1035.41,50.769999999999996,0,Brazil,Frozen Food
2024.0,2469.34,2547.15,65.18,1204.7,34.35,0,USA,Grains & Cereals
2022.9999999999998,26024.78,29269.93,29.33,576.62,60.989999999999995,2,Saudi Arabia,Meat & Seafood
2019.9999999999998,47273.49,49943.03,51.64,1212.97,65.71,1,Canada,Fruits & Vegetables
2018.0,40523.02,36379.9,83.53,1070.6,49.74999999999999,1,Russia,Beverages
2021.0,36470.88,30124.89,123.59,655.42,35.0,2,Germany,Prepared Food
2024.0,41051.02,47576.89,128.4,220.63999999999996,63.26,2,Mexico,Bakery Items
2021.0,16178.169999999998,18650.75,25.830000000000002,137.81,35.41,0,Brazil,Fruits & Vegetables
2022.9999999999998,46501.82,45442.62,109.76,23.359999999999996,64.43,2,Turkey,Prepared Food
2021.0,23806.82,28173.06,121.6,1201.88,45.74,1,Japan,Grains & Cereals
2022.9999999999998,19710.77,18712.96,162.09,1231.96,42.06000000000001,0,USA,Frozen Food
2022.9999999999998,14272.87,13616.01,45.6,857.44,31.5,0,Germany,Beverages
2022.9999999999998,2267.39,2004.48,184.52999999999997,417.62,58.03,0,Germany,Beverages
2022.9999999999998,33972.57,38497.82,178.06,385.75,32.3,2,South Korea,Fruits & Vegetables
2022.0,10946.27,9985.4,22.699999999999996,41.38999999999999,32.25,0,Indonesia,Prepared Food
2019.9999999999998,49676.32,41270.26,29.32,474.65000000000003,34.97,1,Spain,Bakery Items
2019.0,9255.12,9241.79,24.29,297.28,41.37,0,South Africa,Prepared Food
2024.0,9277.38,9834.82,32.39,670.16,49.03999999999999,0,UK,Prepared Food
2018.0,18076.68,16060.529999999999,85.35,74.9,52.48,1,Brazil,Dairy Products
2018.0,13198.239999999998,12355.27,152.49,686.52,48.89,0,Mexico,Frozen Food
2019.9999999999998,28422.260000000002,24190.07,119.24,331.15,64.47,1,Germany,Dairy Products
2024.0,35696.79,32244.91,74.78,857.01,57.82,2,South Korea,Fruits & Vegetables
2022.9999999999998,15390.05,12457.12,38.01,662.54,39.01,0,South Korea,Bakery Items
